Trial_ID,P1,P2,P3,P4,P5,P6,WarpMax,T_Tip_Peel,T_Tip_Shear,T_Tip_SEQV,T_Tip_Strain,T_Avg_Peel,T_Avg_Shear,B_Tip_Peel,B_Tip_Shear,B_Tip_SEQV,B_Tip_Strain,B_Avg_Peel,B_Avg_Shear,Die_SX,Die_SY_Max
BO_BEST_FINAL,0.8006256304654118,0.0898780915893187,0.7177438235730695,0.28305219020143974,1.2004659431185272,0.07298003603599057,-0.1766969,-39.769814,-9.498436,47.445557,0.0037963467,0.061478715,-3.9853976,-5.6246777,-3.948355,28.178387,0.0019866661,0.0063848402,-3.9226496,81.16861,-88.354324
