Trial_ID,P1,P2,P3,P4,P5,P6,WarpMax,T_Tip_Peel,T_Tip_Shear,T_Tip_SEQV,T_Tip_Strain,T_Avg_Peel,T_Avg_Shear,B_Tip_Peel,B_Tip_Shear,B_Tip_SEQV,B_Tip_Strain,B_Avg_Peel,B_Avg_Shear,Die_SX,Die_SY_Max,is_safe_pred,safe_probability
BO_Trial_0112,0.8149300562101103,0.0870862919388086,0.7178779138527266,0.201171613503678,1.2145256358204624,0.0591065421441255,-0.17080286,-36.61849,-0.39717105,41.42232,0.0037095675,0.07556151,-3.6036632,-5.464262,-3.7003584,27.213587,0.0019309154,0.019134818,-3.5461867,76.16709,-94.617386,1,0.5803311153685221
BO_Trial_0113,0.8069240412721729,0.0873833629356963,0.717535737774029,0.1805995010272566,1.2146197890193269,0.0588513988764506,-0.17042506,-35.045444,2.9419603,38.873592,0.0036217489,0.073853254,-3.4377584,-5.6943707,-3.6545084,26.829662,0.0019211206,0.027012592,-3.354689,74.69803,-94.63755,1,0.5740610954802338
BO_Trial_0114,0.8192634094526928,0.0869067477074262,0.7097497858728425,0.2082206823936582,1.2251780044623506,0.0601356293147717,-0.1697049,-37.79474,-3.322235,43.214287,0.0037576847,0.07630847,-3.768102,-5.452447,-3.7992976,27.597166,0.0019722434,0.014633944,-3.7212024,77.1118,-93.92227,1,0.5634989402743446
BO_Trial_0115,0.821959056600728,0.059545993485688,0.7178529235573353,0.2047505169498558,1.5009176586265165,0.0553008137071872,-0.13210206,-35.71969,6.8786077,38.883194,0.0036071057,0.065080665,-2.9782677,-4.664338,-2.8532922,28.309528,0.0019738711,-0.006724787,-3.0471787,65.14334,-92.24501,1,0.7327678895635905
BO_Trial_0116,0.8008117184514539,0.0885649559653012,0.7144532478289715,0.1996823444527927,1.217366419384038,0.0608066486445517,-0.17102425,-37.130966,-2.818233,42.696445,0.0037167203,0.07810914,-3.695648,-5.705544,-3.861333,27.66688,0.0019929425,0.021340368,-3.6354542,77.27397,-93.776566,1,0.5610377530330376
BO_Trial_0117,0.8005219724130618,0.0887057628663058,0.7096518648777236,0.1906521552703219,1.2526064183197,0.0605349567719213,-0.16613714,-36.37345,-1.5756849,41.3661,0.003643032,0.07352149,-3.6071498,-5.8151093,-3.7392986,27.41083,0.0019872345,0.020592926,-3.548913,75.40867,-93.33813,1,0.588015815986185
BO_Trial_0118,0.8124501765383747,0.0883731405163785,0.7195779254963037,0.2106831487854778,1.2109769672602455,0.0615801412775631,-0.17221223,-37.83651,-3.1182396,43.353973,0.003750875,0.073550716,-3.7347696,-5.21988,-3.8201177,27.555147,0.0019505848,0.016396794,-3.6713738,77.53372,-94.14231,1,0.6059283642645374
BO_Trial_0119,0.8108511572622769,0.0883687226870145,0.7137906951247228,0.210898246092897,1.2494392711355329,0.061221684603975,-0.16745871,-38.051407,-4.1297975,43.43774,0.0037157873,0.07074523,-3.768026,-5.386732,-3.766582,27.517294,0.001953877,0.012522623,-3.713179,76.6566,-94.05747,1,0.6281087042798192
BO_Trial_0120,0.833721928907571,0.0892237477785721,0.7112032575719996,0.2049417005428553,1.2777532995271796,0.0571575133121678,-0.16324201,-35.440815,2.8520665,38.722282,0.0036029231,0.056439593,-3.4407306,-5.079713,-3.2936363,25.98941,0.0018035712,0.014032255,-3.3713183,72.368744,-95.60684,1,0.6015237305506953
BO_Trial_0121,0.8167653994669252,0.0866641684573184,0.719674870408203,0.201378549537457,1.2133288294342528,0.062148225843548,-0.17107753,-37.135002,-1.7432476,42.332634,0.0037334226,0.0735342,-3.6662128,-5.1382303,-3.7747972,27.447113,0.0019508619,0.018369589,-3.5988216,76.845795,-93.56563,1,0.5579254779917936
BO_Trial_0122,0.8050554534469926,0.0879380227342038,0.7196002252072246,0.1867772694330756,1.21490801810491,0.0620835329101229,-0.17062217,-35.963627,0.23441742,40.73391,0.00366719,0.0747834,-3.564328,-5.4112954,-3.771847,27.286293,0.0019597786,0.02486865,-3.4849253,76.16871,-93.57865,1,0.5741001391273389
BO_Trial_0123,0.8210900408288224,0.0896897807651409,0.7151434079641066,0.2088607089180116,1.22721978755147,0.0633009127518368,-0.17048869,-37.868713,-3.4313223,43.18591,0.003743403,0.06782381,-3.7650197,-4.898539,-3.7881582,27.315817,0.0019369541,0.014615113,-3.6868982,77.154495,-93.68183,1,0.578192287424371
BO_Trial_0124,0.8096889494822221,0.0853529451589596,0.6285096599633244,0.1990683340011195,1.2111735579659777,0.0608961682660061,-0.16127457,-28.311792,10.055983,30.895985,0.0033498614,0.032601554,-2.6946027,-9.254501,-3.3759332,25.58873,0.0020168482,0.015502406,-2.63829,63.091713,-83.06281,1,0.6710134750961462
BO_Trial_0126,0.8301106281253537,0.0881980440460585,0.7197040780454518,0.2053567353606965,1.2004510789709897,0.059891837872864,-0.17249319,-36.368782,1.0756549,40.92723,0.0037118215,0.07126309,-3.5483465,-4.9538317,-3.5687451,26.901287,0.0018736792,0.018363973,-3.47598,75.909294,-94.62412,1,0.5433765971849653
BO_Trial_0127,0.8344494055665799,0.0885057089558084,0.7131485536408761,0.1826082293101255,1.2498423822692362,0.0620216080901516,-0.16616161,-34.34682,4.184745,37.887016,0.0036113358,0.061209228,-3.333581,-4.752198,-3.3918576,26.340757,0.0018660019,0.021542933,-3.250307,72.76143,-92.945366,1,0.5322471524396155
BO_Trial_0128,0.8301965152477265,0.0856489402915429,0.7195464704202132,0.2136084521704533,1.2102959521129295,0.0606157053770721,-0.17195143,-37.295128,-0.7775872,42.118504,0.0037509056,0.07184903,-3.6300962,-5.0291452,-3.617989,27.176277,0.0018880329,0.014261285,-3.5728288,76.2341,-94.218025,1,0.5534728153804159
BO_Trial_0129,0.8223748884120966,0.0855808074499355,0.7194592569390417,0.2121551766501546,1.264946321128832,0.0634743753484079,-0.16652414,-37.559322,-2.05511,42.0842,0.0037208712,0.059353303,-3.6407182,-4.7873588,-3.610212,27.037188,0.0018891878,0.011033471,-3.571918,74.88891,-93.49007,1,0.6378058453312204
BO_Trial_0130,0.8299924655479629,0.085098414467613,0.7113861738157771,0.2019032670619015,1.2005395357809183,0.0605697788315372,-0.1717529,-37.075577,-1.0811644,42.059204,0.0037550144,0.07830559,-3.6803098,-5.2268076,-3.7391963,27.384417,0.0019481631,0.018017624,-3.6239007,76.802895,-93.51078,1,0.5017455533210473
BO_Trial_0132,0.8166773511536263,0.0847659171798114,0.7197821934613721,0.2133748954414782,1.2284838012615154,0.0599554132847598,-0.16984576,-37.61558,-1.9756904,42.52247,0.003734336,0.07269523,-3.658294,-5.3303328,-3.6864736,27.378975,0.0019191534,0.012596723,-3.6151552,76.0445,-94.38946,1,0.6025932763713804
BO_Trial_0135,0.8304600067884714,0.0862434134644564,0.711631956744324,0.1982213687731786,1.2259609275212398,0.0625921412043292,-0.16903651,-37.027092,-1.4976256,41.905056,0.0037259222,0.0732396,-3.6753232,-4.9945955,-3.70978,27.31157,0.0019470731,0.01683712,-3.6102462,76.15747,-92.93089,1,0.5203467894471171
BO_Trial_0136,0.8426621938941876,0.0833932662130278,0.6167312295514846,0.195047491983121,1.2454386345619466,0.061443266735448,-0.15896851,-30.20396,9.379198,32.111237,0.003330704,0.029348213,-2.7762702,-7.8864274,-3.163314,26.120361,0.0019597104,0.012614749,-2.7102692,62.144657,-84.760704,1,0.6122495997032605
