Trial_ID,P1,P2,P3,P4,P5,P6,WarpMax,T_Tip_Peel,T_Tip_Shear,T_Tip_SEQV,T_Tip_Strain,T_Avg_Peel,T_Avg_Shear,B_Tip_Peel,B_Tip_Shear,B_Tip_SEQV,B_Tip_Strain,B_Avg_Peel,B_Avg_Shear,Die_SX,Die_SY_Max
BO_Trial_0281,0.873296283809794,0.08656192373840464,0.7143100525525068,0.23903904223087488,1.2352274733648008,0.0656205625980393,-0.17011116,-36.523483,1.2210943,39.817825,0.0037249245,0.037621345,-3.4185543,-4.011342,-3.0312746,25.455002,0.0016647086,0.008502102,-3.2973416,72.00763,-92.44974
BO_Trial_0282,1.0208598552397619,0.08918593308967444,0.633392187825722,0.23376906235863998,1.2143017009683488,0.06365666829090778,-0.1642936,-34.311497,9.708206,35.6755,0.0036625282,0.018717928,-3.0312507,-4.3375244,-2.426059,25.66883,0.0017227129,-0.0011641444,-2.9428694,65.0275,-92.41379
BO_Trial_0283,0.8662592209538349,0.0872250938927617,0.7083191382646599,0.23826202792018245,1.2249783076135776,0.06113091432231881,-0.17016338,-37.020607,1.025374,40.366615,0.0036951124,0.04661162,-3.5552592,-4.5830927,-3.1724238,25.961502,0.0017350606,0.009091322,-3.4624283,73.17463,-94.21772
BO_Trial_0284,0.8491144044827097,0.0856168412266208,0.6998714936296441,0.23293868508147958,1.2003691469043012,0.06428271530690208,-0.17249505,-39.28167,-6.191519,44.93857,0.0038348455,0.07074951,-3.9118803,-5.1405935,-3.7515435,27.622364,0.0019438999,0.00609914,-3.8667805,77.653496,-92.20383
BO_Trial_0285,0.8582957032323211,0.08784439716061143,0.7057859012412107,0.24303298672108686,1.213964466076486,0.06518397356036142,-0.17190742,-38.53605,-4.064571,43.315598,0.0037583194,0.051991776,-3.7614222,-4.5258985,-3.4133785,26.710297,0.0018057772,0.006807114,-3.6726317,75.65323,-92.66374
BO_Trial_0286,1.049836061095346,0.08901947371068168,0.7118476070227412,0.2364507722138637,1.2135025763975804,0.0738480775917865,-0.16553354,-35.584663,-0.12196761,37.671806,0.003700343,0.027882157,-3.4819643,-3.7995996,-2.7914393,25.576128,0.0016385054,0.00014104036,-3.2913709,69.43526,-90.61778
BO_Trial_0287,0.8757940011931911,0.08847908596141406,0.6063181429973229,0.10921489631961798,1.2299696449046957,0.0624928248132179,-0.1598697,-30.523973,11.035915,34.28289,0.0032926255,0.050707646,-2.736462,-6.8182516,-3.373643,28.10399,0.0021268222,0.027856125,-2.7166321,64.34994,-83.91823
BO_Trial_0288,0.8633077777363649,0.08693841023163221,0.7094218852894084,0.22917839263532924,1.212803378670358,0.06613314432122847,-0.17222667,-37.543575,-2.0040133,42.19208,0.0037733116,0.05608507,-3.6324153,-4.078893,-3.335745,26.399866,0.001781096,0.01101547,-3.5333292,75.15092,-92.03079
BO_Trial_0289,0.8474375146833087,0.08781586682585593,0.7151656011596152,0.23995056323498473,1.200466227521283,0.06336929877532528,-0.17410412,-38.05368,-2.278596,42.71165,0.0037634482,0.055494748,-3.7101953,-4.800104,-3.5048747,26.756575,0.001816432,0.009122228,-3.632675,76.10186,-93.57962
BO_Trial_0290,0.8468352443794235,0.08617016665087296,0.7157124160090118,0.24032450360905444,1.2232557436521505,0.06446727374629486,-0.17157151,-38.39554,-2.8352091,43.042503,0.0037583623,0.05392305,-3.7245133,-4.591341,-3.4852312,26.777948,0.0018179737,0.0066416212,-3.645776,75.808044,-93.2581
BO_Trial_0291,0.851242244398575,0.08767800531689122,0.714045423989526,0.25269081040428343,1.2441814102766495,0.06352841408776458,-0.16875552,-38.093655,-1.5542628,41.93291,0.003691309,0.043305576,-3.7038438,-4.5943975,-3.3459082,26.316175,0.0017751083,0.0040144394,-3.6143157,74.49892,-93.93759
BO_Trial_0292,0.870256863991628,0.08989304205828309,0.7124089564846589,0.2446343607746713,1.212212577196306,0.06503741283038658,-0.17210475,-36.748795,0.24294864,40.34231,0.0037073009,0.037757974,-3.5146723,-4.225908,-3.1360166,25.643518,0.0016920724,0.009611974,-3.3908637,73.226715,-92.846405
BO_Trial_0293,0.8886312910451177,0.08702333203532468,0.7156326777702363,0.2403729437565048,1.2232937303463047,0.0640429638930721,-0.17125738,-35.056847,4.9594846,37.509003,0.0036935885,0.031289294,-3.2424092,-3.981936,-2.7750304,24.74682,0.0015845812,0.009451441,-3.1046822,70.27481,-92.96725
BO_Trial_0294,0.8555172075006915,0.08809519899799692,0.7026447714250282,0.23444246291369847,1.200718967254346,0.06699107762137058,-0.17319249,-38.974327,-6.3356156,44.730293,0.003817335,0.06402074,-3.9001505,-4.6095304,-3.6519985,27.264305,0.0018916694,0.008189715,-3.8199077,77.68732,-91.61514
BO_Trial_0295,0.8535542571334399,0.08816787949027635,0.7026478021973682,0.23372950969417325,1.2127904269634795,0.0669457443835361,-0.17201184,-39.08698,-6.663587,44.84118,0.0038099478,0.06358154,-3.9174075,-4.598115,-3.6533651,27.255508,0.0018937312,0.0077103633,-3.8356352,77.64839,-91.6893
BO_Trial_0296,0.8461020778508551,0.08921740440663306,0.7001748781390669,0.2353791919653732,1.2354802175628354,0.06622766070055865,-0.1694755,-39.579285,-7.9207983,45.373272,0.0037817117,0.06463398,-3.9830885,-4.8741336,-3.7026458,27.394697,0.0019227484,0.004843017,-3.9143162,77.7429,-92.06886
BO_Trial_0297,1.0941875733120021,0.08822935307498563,0.7041413596426801,0.23125967738714637,1.2108762051501925,0.0658209434271455,-0.16742535,-35.43523,5.131075,36.41346,0.0036520949,0.01406944,-3.3299158,-4.9360266,-2.7862413,26.308207,0.0017300498,-0.006488934,-3.1709325,67.259445,-92.74696
BO_Trial_0298,0.8473885968025408,0.08854141500531205,0.706155871342541,0.23655151164531318,1.592705561502491,0.06727095988398135,-0.12404368,-34.3942,5.914097,35.543404,0.0031660586,0.008962484,-3.0177813,-4.8574486,-2.6277978,26.01834,0.0017558836,-0.017296908,-2.9538856,62.31927,-90.50735
BO_Trial_0299,0.857885154300792,0.07381916163614939,0.7027223563276614,0.23123064696551104,1.225462766797587,0.06470766406471166,-0.16751115,-38.31269,-1.2709737,42.489643,0.0038158277,0.062263157,-3.489159,-4.922674,-3.2952108,27.378654,0.0018603205,0.0021035853,-3.4709394,72.76121,-91.82059
BO_Trial_0300,0.8670012624028007,0.0877424110568899,0.7055431952088446,0.23829509388762432,1.2008448148575543,0.06329802774195414,-0.17281401,-37.589985,-1.0575957,41.66206,0.0037407882,0.051763054,-3.6473684,-4.5044866,-3.2700207,26.325502,0.0017641137,0.009751902,-3.551807,74.61759,-93.15591
BO_Trial_0301,0.854354983894435,0.08930393442076001,0.7073146359423792,0.2485877293292022,1.2129559120267202,0.06534653625738392,-0.17213036,-38.46847,-4.154247,43.339043,0.0037432238,0.049367875,-3.7940233,-4.6467,-3.4453142,26.711329,0.0018119338,0.006526022,-3.6992786,76.063065,-92.68857
BO_Trial_0302,0.8795751398767635,0.08674075641686559,0.6435757149709311,0.24080442509890276,1.2224046258931138,0.06401320865575821,-0.16053,-31.435165,7.1625094,34.26374,0.003528204,0.025416108,-3.088267,-6.636995,-2.9135375,25.222828,0.0018441769,0.0040542316,-3.0064185,66.86129,-86.18024
BO_Trial_0303,0.869784087578992,0.08501047977324754,0.7009066421322072,0.2593279410597162,1.2113214812423472,0.06671917276396316,-0.17106463,-38.343395,-2.8233478,42.40764,0.0037366583,0.04394008,-3.657815,-4.731643,-3.1986232,26.32843,0.0017528592,0.0012437511,-3.579753,73.821625,-91.58291
BO_Trial_0304,0.8572206820743982,0.08777953884783918,0.7091737834945311,0.22712966128343992,1.2009906474972498,0.06328620256634208,-0.1732027,-37.63219,-1.6083391,42.29273,0.0037672615,0.061150193,-3.702086,-4.495837,-3.4467313,26.679596,0.0018189182,0.011732363,-3.6140506,76.07118,-93.09915
BO_Trial_0305,0.8504781786957593,0.08903072931304397,0.7131075005902228,0.23357610088315134,1.2304218026605416,0.06495238658996633,-0.17111771,-37.816406,-2.6236172,42.456013,0.0037427773,0.050398994,-3.7041044,-4.342344,-3.434878,26.443832,0.0017908392,0.009661522,-3.5979347,75.54842,-92.95567
BO_Trial_0306,0.8561145971982576,0.08987026064544895,0.6984805828606971,0.26541333640590453,1.2107329349997844,0.0629820777927152,-0.16986428,-37.937115,-2.7930226,42.221462,0.0036637175,0.04493751,-3.7325177,-5.3537235,-3.292896,26.468142,0.0018014709,0.0030905541,-3.6523092,74.66597,-92.65018
BO_Trial_0307,0.8464447311038338,0.0880961531156822,0.7032018466492991,0.22725779475490246,1.2187220429275785,0.06141639865265736,-0.17059338,-38.224976,-3.2155914,43.07946,0.0037581625,0.06594617,-3.8202043,-5.121698,-3.5982895,27.070175,0.0018886204,0.009610623,-3.753215,76.55866,-93.54201
BO_Trial_0308,0.8590592945769708,0.08854789254227961,0.7098805482232692,0.23697178157869955,1.2010502782797043,0.07896454988994793,-0.17107767,-34.96368,-0.85214937,40.417446,0.003738166,0.040330257,-3.3371253,-4.6685095,-3.3057258,26.128824,0.0017983974,0.0105606485,-3.202419,73.56597,-86.62255
BO_Trial_0309,0.8545981758391951,0.08651184089031284,0.7052306742920208,0.29502535790823975,1.211588277062739,0.06415797262950385,-0.16973977,-38.03615,-0.6563868,41.566048,0.003639589,0.0336768,-3.6930425,-5.967811,-3.339406,26.342758,0.0017990131,-0.0049189967,-3.6039739,74.104034,-92.77856
BO_Trial_0310,0.8636855070450069,0.08921952718262059,0.7166781350559622,0.24133845483950556,1.2463002968621377,0.06556340364843039,-0.1692643,-36.556244,0.514276,39.88571,0.0036888013,0.03406196,-3.4819148,-4.2659173,-3.1534038,25.518984,0.001693645,0.008399843,-3.353716,72.523994,-92.69175
BO_Trial_0311,0.8745432225773275,0.08752939076606947,0.7121650872793447,0.2311148765844935,1.2004891995493718,0.062212949539548416,-0.17289424,-36.061386,2.7911673,39.45019,0.003712612,0.0474757,-3.4299212,-4.1662006,-3.054689,25.699724,0.001690877,0.012297805,-3.320159,72.98594,-93.530396
BO_Trial_0312,0.8459393282878361,0.08843058897617409,0.7075907236085576,0.24944016415608955,1.2004326299071213,0.06335504271589933,-0.17337123,-38.760128,-4.199194,43.69873,0.003761193,0.056308758,-3.822062,-5.1198683,-3.5614982,27.019901,0.0018556704,0.0057266555,-3.7593565,76.65991,-93.41884
BO_Trial_0313,0.8449677724642315,0.08844602435882012,0.7040391976671989,0.23524658007274735,1.2337117435397964,0.06451687999302647,-0.16996191,-39.21195,-6.1732717,44.559475,0.003769555,0.061898056,-3.9067743,-4.8949304,-3.6422944,27.199139,0.0018926762,0.0058426703,-3.8368149,77.085785,-92.919716
BO_Trial_0314,0.8443270146454057,0.08939369534668319,0.7070859489857924,0.24278985349097182,1.2209815407280802,0.06349642622069392,-0.1714446,-38.873497,-4.868946,43.871933,0.003744814,0.055987787,-3.8552418,-4.9750013,-3.5766172,26.993338,0.0018582953,0.006223165,-3.778825,76.69405,-93.52774
BO_Trial_0315,0.8508006395559711,0.08865000761341812,0.7014189397709368,0.2545284718927121,1.2130891454918455,0.06644529360024257,-0.17143029,-39.26229,-6.5708222,44.78259,0.003752114,0.055606306,-3.8911982,-4.938178,-3.535365,27.200228,0.0018701468,0.002510273,-3.8259528,76.8736,-91.802315
BO_Trial_0316,0.8531786711928654,0.08986842409313792,0.7087354804083823,0.22635948041541215,1.483395119892917,0.0650667106919415,-0.13599505,-33.365063,6.616738,34.596474,0.003280594,0.009146586,-3.003561,-5.1704507,-2.6331568,25.036509,0.0017081437,-0.005262244,-2.9084795,63.421566,-90.38555
BO_Trial_0317,0.8585903857332563,0.08799725701463483,0.7051689090117739,0.2386583665627135,1.22257872716315,0.06393866417484807,-0.17085943,-38.30201,-3.2854955,42.833767,0.0037447375,0.053133488,-3.7486317,-4.527117,-3.3878574,26.579838,0.0018013642,0.0077657285,-3.6575708,75.37071,-93.10787
BO_Trial_0318,0.8451585216370144,0.08692429432718338,0.7070706740712115,0.23126005623297052,1.200613217187043,0.06314526284326093,-0.17334251,-38.65646,-4.3665657,43.98148,0.0038029298,0.065823905,-3.8440597,-5.0845404,-3.6762288,27.293867,0.00189809,0.008879306,-3.7801168,77.35992,-93.04621
BO_Trial_0319,0.8482327403171028,0.08554090270224096,0.7092306103342397,0.23166320851266772,1.2118082284742053,0.06306605155622291,-0.17207767,-38.52382,-3.4003112,43.46841,0.0037867723,0.06255838,-3.7733877,-4.8973885,-3.56878,27.106575,0.0018649906,0.008185515,-3.708917,76.40119,-93.24271
BO_Trial_0320,0.8417859291979348,0.08621656227944278,0.7144328967147404,0.24575472418217428,1.2339542088958715,0.06184268241373665,-0.16999269,-38.371563,-1.7828238,42.489326,0.003710619,0.053052653,-3.7269993,-4.9595475,-3.4612343,26.749891,0.0018261125,0.0047418354,-3.6658893,75.2127,-94.40869
BO_Trial_0321,0.8439189152471618,0.08704427445053452,0.7028084381077427,0.23538599752339529,1.2117407419218258,0.06316472267245435,-0.17175888,-39.14129,-5.5906744,44.54871,0.0037961006,0.06582612,-3.8915787,-5.142504,-3.6847706,27.401253,0.0019135606,0.0063221073,-3.8375168,77.28747,-93.05593
BO_Trial_0322,0.8512217953018886,0.0868805374458106,0.7070016040555333,0.24995614731111068,1.5678465976685811,0.06069939383222515,-0.12591842,-35.69266,5.685523,36.746952,0.0031328609,0.011942327,-3.0800643,-4.369414,-2.5043344,26.199692,0.0017308892,-0.017420735,-3.0237417,63.294064,-93.59447
BO_Trial_0323,0.8563931027456082,0.08765145768480245,0.6987255903804662,0.23939489418373605,1.3867573427845445,0.06402114441548135,-0.14885719,-35.956738,1.9705657,38.47263,0.0034829741,0.025053743,-3.3385491,-4.9863825,-2.745302,25.5423,0.0017268641,0.0016841681,-3.2324717,68.00563,-91.4408
BO_Trial_0324,0.8481423699532904,0.08599710459825066,0.7110399996385365,0.23196666383371173,1.2003252294834237,0.06272643392586053,-0.17340083,-38.21741,-2.5940473,43.07011,0.0037857203,0.062483042,-3.7369986,-4.9634147,-3.5598936,27.039165,0.0018550433,0.009493323,-3.6714706,76.365204,-93.37605
BO_Trial_0325,0.8440582313492058,0.08598726618670789,0.7114869571330694,0.23165836654541902,1.2003676685474916,0.06177148498373501,-0.17334363,-38.155766,-2.3688488,42.991737,0.0037764926,0.06396274,-3.7257948,-5.119056,-3.5732665,27.085884,0.0018629247,0.009469045,-3.6685743,76.31264,-93.676506
BO_Trial_0326,0.8424499325197494,0.057570221271951064,0.7160566202224915,0.22075112759913862,1.223674714473105,0.06118553494526482,-0.16795406,-35.50409,9.5759325,39.138382,0.0041005434,0.01880137,-3.169213,-4.0263486,-3.0702379,27.419235,0.0018377617,0.005249134,-3.0123513,70.54094,-94.521675
BO_Trial_0327,0.8374419314348049,0.08437937499964009,0.7128730582359792,0.22633243340339226,1.2107935543978154,0.06196394448004538,-0.17196347,-38.42053,-3.0845249,43.537037,0.003788263,0.0687174,-3.7387002,-5.096971,-3.6421292,27.359043,0.0018962448,0.009053191,-3.6928573,76.56407,-93.57669
BO_Trial_0328,0.8454607403135098,0.0852501959359205,0.7116550103020143,0.23118173423185454,1.3394122300319524,0.0626717693728754,-0.1569448,-36.571846,1.3355409,39.395657,0.0035796394,0.04016748,-3.4137156,-5.070368,-3.0779202,26.063427,0.0017739387,0.0027072357,-3.3473847,70.27135,-93.042465
BO_Trial_0329,0.8470901522859678,0.0857994244413615,0.7101007388769852,0.23465637057628527,1.2227642947846846,0.060528266298270066,-0.17057125,-38.029636,-1.3006088,42.169254,0.0037258596,0.058696713,-3.6757627,-5.038933,-3.4248354,26.773746,0.0018223696,0.007515601,-3.6173306,74.897804,-94.37424
BO_Trial_0330,0.8421641979016222,0.08623147317107518,0.7126936740239175,0.2296952167596422,1.2118313304594353,0.06167993508613708,-0.1722421,-38.171825,-2.3560753,42.964108,0.0037656864,0.064042136,-3.7292495,-5.012076,-3.5648117,27.032164,0.001859288,0.009537225,-3.6690807,76.26179,-93.89845
BO_Trial_0331,0.8500114780213844,0.08633182410854061,0.715084207878876,0.2428368889176763,1.242347641326868,0.06250248827284333,-0.16899355,-37.85262,-0.85607207,41.739517,0.0037053456,0.04789003,-3.6568162,-4.6276584,-3.3464127,26.414684,0.0017827945,0.0056724325,-3.575061,74.389175,-94.14141
BO_Trial_0332,0.8386221184075546,0.08698297167429092,0.6187084479467793,0.2263124720043544,1.2303064965095498,0.063030134575304,-0.15924414,-28.783516,9.974347,31.211662,0.0033082026,0.022891149,-2.7794254,-8.12562,-2.9820654,25.11507,0.0018988888,0.014144174,-2.669485,62.929558,-83.13659
BO_Trial_0333,0.8605703945984882,0.08804735755622542,0.7101524261202085,0.23568447362371325,1.2004985254011729,0.061602549019295336,-0.17299454,-37.20265,0.18026054,41.15348,0.0037301544,0.052184142,-3.6091452,-4.717295,-3.2881768,26.315575,0.0017658134,0.01079051,-3.5171502,74.61037,-93.84718
BO_Trial_0334,0.8565885746623919,0.08569534626140832,0.7090153761544096,0.2733380956290053,1.2008970914875485,0.06222906108010786,-0.17173153,-38.03403,-0.2382922,41.619408,0.0037138043,0.04203011,-3.6654751,-5.4242673,-3.3419857,26.404434,0.0017870357,0.00028170948,-3.5953631,74.277466,-94.151886
BO_Trial_0335,0.8481106073940687,0.08837705660471756,0.7138629666286539,0.23180561900905294,1.2200936785913004,0.06338836195359633,-0.17209153,-37.854557,-2.1473725,42.47405,0.0037496062,0.055751607,-3.7089155,-4.543516,-3.4707975,26.593477,0.0018075249,0.0104156695,-3.6177082,75.866066,-93.562645
BO_Trial_0336,0.8573430623987031,0.08671764771332308,0.7111424242616122,0.24562599153100742,1.200356386553299,0.06111198283869407,-0.17274904,-37.48531,0.10189441,41.321373,0.0037272184,0.04954621,-3.6209688,-5.097845,-3.315975,26.460976,0.0017803477,0.007541073,-3.5440202,74.48048,-94.125854
BO_Trial_0337,0.8376239440341068,0.08755441214095244,0.7089257122168893,0.23784704315146563,1.618030860873212,0.06525890926856075,-0.12142169,-34.598164,5.9623327,35.914803,0.0031243279,0.0142405545,-3.0179603,-4.9399996,-2.6142998,26.31811,0.0017771393,-0.018022222,-2.9715612,62.62583,-91.07358
BO_Trial_0338,0.8532511636097043,0.08850082958773942,0.7142058549400917,0.25136667733983037,1.2127374810075953,0.06732234045966941,-0.17246994,-37.98672,-3.1955297,42.739784,0.003756877,0.04550655,-3.709158,-4.6246123,-3.4442005,26.471403,0.0017949868,0.005956056,-3.609131,75.67569,-91.887215
BO_Trial_0339,0.8627625785957517,0.08478822203578493,0.7162325893171843,0.22872704484180365,1.222132596590163,0.06589807608433083,-0.1711582,-36.752792,0.53152233,40.759632,0.0037584451,0.049479622,-3.4578512,-4.16782,-3.198652,26.046104,0.0017356446,0.011104474,-3.3538842,73.423035,-92.03016
BO_Trial_0340,0.8453891355112756,0.08752605064310001,0.7076782559548489,0.22165849410537133,1.371769405847383,0.0626904358481752,-0.15197851,-35.090305,3.723014,37.514572,0.0035135685,0.033676613,-3.2598104,-5.039603,-2.8854709,25.459461,0.0017452327,0.0040573217,-3.1831546,68.35473,-92.06465
BO_Trial_0341,1.0770205215808923,0.0622044427967515,0.7102369553001815,0.23345928524441803,1.2341450700598304,0.06412915858161822,-0.16280651,-37.868008,9.833515,39.087837,0.00409947,0.033014134,-3.26774,-5.4514976,-2.9676025,28.117262,0.0018876281,-0.03262474,-3.2855523,66.17252,-94.18466
BO_Trial_0342,0.8519217987310644,0.08651944820653022,0.7112681007115078,0.2575793213692775,1.2115834281834084,0.0635340402709513,-0.17185527,-38.47567,-1.9783616,42.604374,0.0037367132,0.048396837,-3.7269692,-4.8541965,-3.3979056,26.634499,0.0018013504,0.0029488204,-3.6595128,75.20335,-93.713066
BO_Trial_0343,0.8587175215463978,0.08851519611835396,0.7072482278111377,0.2429790512038079,1.2116987280390066,0.06450952948428951,-0.17227452,-38.2047,-3.1096208,42.77627,0.0037474146,0.050149083,-3.7333248,-4.5086927,-3.3792534,26.550177,0.0017893122,0.007937965,-3.6375065,75.454346,-92.98287
BO_Trial_0344,0.833129761545582,0.08783504423799686,0.7124553149955799,0.23724758576724125,1.2007795076658756,0.06244307303708526,-0.17397967,-38.86014,-4.626992,44.255985,0.0037796637,0.064097315,-3.8292525,-5.2030973,-3.6919372,27.325886,0.0018888628,0.008065015,-3.774598,77.47984,-93.77127
BO_Trial_0345,0.8318209616328507,0.08898171658550852,0.704947432861311,0.23758556471991812,1.2005476111898754,0.06290702818684671,-0.17347309,-39.196552,-6.5265627,45.11504,0.003795441,0.06650891,-3.9348369,-5.3157854,-3.7869093,27.605381,0.0019344124,0.0076578087,-3.879109,78.33448,-93.098465
BO_Trial_0346,0.8330913317314561,0.08717282436450259,0.7088323584404974,0.23590379243722362,1.6813603793722343,0.06263361283100609,-0.11557525,-34.51646,5.8676596,36.00097,0.0030668552,0.019564146,-3.000254,-5.0155225,-2.631976,26.741972,0.0018169188,-0.017967232,-2.9745219,62.623417,-91.34379
BO_Trial_0347,0.8361031326292253,0.08917797317018557,0.7056794008668967,0.231460944698573,1.2224626094730107,0.06322262663673216,-0.17114049,-39.14418,-6.02556,44.676514,0.003774166,0.066245735,-3.9323058,-5.150788,-3.7431998,27.385971,0.001920036,0.0069632586,-3.869939,77.81001,-93.37621
BO_Trial_0348,0.8351253543755445,0.08812540725040303,0.7119719767046472,0.22807759553958554,1.2118289264010644,0.0623520485099488,-0.17242123,-38.530075,-4.0375986,43.852978,0.0037767605,0.06641707,-3.8234284,-5.096777,-3.68872,27.245613,0.0018944665,0.009804294,-3.7593768,77.411156,-93.73791
BO_Trial_0349,0.8325215307298779,0.0856777769318695,0.7078049562969587,0.23822218425509714,1.2006594922395328,0.06017148391390785,-0.1728156,-38.486176,-3.2632859,43.529552,0.00376672,0.06432283,-3.7358515,-5.405406,-3.5994987,27.385946,0.0018905161,0.0074987817,-3.701647,76.28053,-93.92254
BO_Trial_0350,0.8419226838116778,0.08854182575687228,0.7169569211038211,0.23397164820550428,1.2316208028454725,0.06142627673603497,-0.17067426,-37.64889,-0.98817086,41.79061,0.003711303,0.05313173,-3.678459,-4.8250895,-3.4689953,26.50936,0.0018093142,0.009501262,-3.5949936,75.25201,-94.59613
BO_Trial_0351,0.8259285089850217,0.08684293822730536,0.7111322812569669,0.22545002689794905,1.219075268242367,0.06374643368748364,-0.17162098,-39.399292,-6.6077285,45.451008,0.0038128304,0.07164979,-3.9218473,-5.133093,-3.859795,27.819674,0.001962577,0.0084626535,-3.8719323,78.46705,-93.11662
BO_Trial_0352,0.8389287832325886,0.08767239598890228,0.7056021069731649,0.24208112198143486,1.2121080999846068,0.06301483880925332,-0.17206414,-39.25314,-5.7143664,44.6523,0.0037780022,0.0626489,-3.8791888,-5.168749,-3.6575325,27.35236,0.0018968667,0.005307725,-3.828062,77.2202,-93.40858
BO_Trial_0353,0.8435188438119323,0.08915602753451411,0.7016458500787159,0.23608593077448492,1.2480678002144567,0.061775035831015054,-0.16756766,-38.7286,-4.362537,43.32662,0.0037072923,0.059128433,-3.8292735,-5.0608053,-3.5317936,26.89045,0.0018653747,0.0056714783,-3.7662416,75.66733,-94.11548
BO_Trial_0354,0.9153258695192766,0.08800439221643014,0.7091170170565176,0.2308139558777788,1.222975066360603,0.06417020605393409,-0.17039964,-33.025146,8.848019,34.820953,0.0036602526,0.02679376,-3.061839,-3.580498,-2.4955292,23.993965,0.0015465943,0.011875551,-2.9146152,68.228935,-91.47082
BO_Trial_0355,0.8483158643454884,0.08642612671537063,0.7039728877255591,0.2391756407878493,1.2111039119695663,0.06322550549732223,-0.17170525,-38.97274,-4.8001404,44.055897,0.0037821878,0.061313983,-3.8252277,-5.077414,-3.5805013,27.222357,0.0018803626,0.0059086103,-3.7686868,76.46519,-93.100044
BO_Trial_0356,0.8418256979463155,0.08918046102934447,0.7128034061338877,0.223833852017494,1.2004114741553122,0.06582999433114427,-0.17429909,-38.179527,-4.154697,43.720493,0.0037967616,0.06476847,-3.7998397,-4.5545225,-3.6945295,27.089802,0.0018831342,0.01225404,-3.7126336,77.73903,-92.53402
BO_Trial_0357,0.8341716397690115,0.08930199321218157,0.7145450048854836,0.22141770470238822,1.23552068294017,0.0679592541627131,-0.17075886,-38.051422,-4.4805303,43.47955,0.003773488,0.05608156,-3.7581031,-4.399181,-3.666502,26.950489,0.0018780025,0.011224416,-3.6549714,76.63213,-91.83304
BO_Trial_0358,0.8295210411939103,0.08918650896316217,0.6595721254271263,0.22565450382876137,1.2113007880931363,0.06646343010064806,-0.16538516,-34.04361,-2.3920894,38.935284,0.003639906,0.04393725,-3.465422,-7.61316,-3.7899132,26.822308,0.0020566205,0.010339045,-3.3713188,72.00466,-85.632904
BO_Trial_0359,0.838887062538003,0.08855946124198365,0.7173620372125258,0.22840999146573646,1.2006014783054662,0.06588547473534569,-0.17455627,-38.194763,-3.86084,43.67597,0.0037994948,0.061591912,-3.7493463,-4.5687118,-3.6776242,27.02615,0.0018666399,0.011740523,-3.6649294,77.37209,-92.75016
BO_Trial_0360,0.8404454808680001,0.08985712009557467,0.71739901550529,0.2214214975306226,1.2217972549526506,0.06733277830939684,-0.17216817,-37.150513,-2.1172225,42.103935,0.0037558398,0.0534444,-3.6160197,-4.3170896,-3.5329382,26.501852,0.0018268325,0.013489059,-3.5052276,75.67315,-92.02145
BO_Trial_0361,0.8216678732071534,0.08864407401316812,0.7169930439886927,0.22509580007687044,1.21203714395224,0.06594627657043262,-0.17362219,-38.993893,-6.2265186,45.129414,0.00380964,0.06645351,-3.8723783,-4.9214344,-3.87187,27.628736,0.0019427967,0.011429941,-3.7984805,78.61843,-92.68923
BO_Trial_0362,0.8285325292469049,0.08852053137817124,0.7173432276664662,0.2248538228562019,1.2005857388993455,0.06631076822150417,-0.17468616,-38.707172,-5.464711,44.693066,0.0038149331,0.06610872,-3.8400707,-4.7783065,-3.845185,27.469217,0.0019257244,0.011990313,-3.7620308,78.48382,-92.57893
BO_Trial_0363,0.8189432711387217,0.08870010540258856,0.7178470033774178,0.2208573953218814,1.2120930085712431,0.06625211803702193,-0.17344227,-38.85022,-6.0564394,45.005234,0.0038057747,0.06732012,-3.8571131,-4.897864,-3.8986943,27.675795,0.0019538798,0.012753782,-3.7805748,78.616295,-92.57347
BO_Trial_0364,0.8187465795228002,0.08904730600378759,0.7185941976391925,0.22141030106778967,1.2294961080799416,0.06628148696156777,-0.17174686,-38.667114,-5.5649223,44.515366,0.0037824374,0.0622762,-3.8242278,-4.7754135,-3.8257837,27.46203,0.0019313649,0.011875713,-3.7403316,77.81347,-92.688065
BO_Trial_0365,0.8168939819331291,0.08983611715263032,0.7168419924762071,0.21982310204645067,1.438277904887276,0.06588138385807404,-0.14298196,-34.581226,3.5333858,36.848675,0.0033900493,0.029368076,-3.199955,-5.377672,-2.9907625,25.626694,0.0017803707,0.00020356574,-3.1151466,67.141815,-90.887314
BO_Trial_0366,0.8253299773095404,0.0885821836483058,0.7177771993963221,0.22410421124754426,1.2399131566501977,0.0665820173613999,-0.17064732,-38.508118,-5.0024405,44.00856,0.0037686254,0.05777014,-3.7912629,-4.5837665,-3.7242827,27.17715,0.0018942879,0.010263504,-3.7023947,76.983154,-92.6008
BO_Trial_0367,0.8311639933564434,0.08873625661809541,0.7191965612072176,0.21919086350083591,1.2206817155980323,0.06816734547731168,-0.17235577,-37.69551,-3.5467517,43.152245,0.00378326,0.057796687,-3.6762087,-4.403574,-3.682852,26.977234,0.0018809431,0.013626657,-3.5769458,76.550316,-91.86761
BO_Trial_0368,0.8196396567766082,0.08985181858893185,0.7161008021597536,0.2266315227433999,1.5114092354753497,0.06566975483691971,-0.1327749,-33.940224,5.694344,35.25013,0.00322807,0.019963574,-3.0887322,-5.675593,-2.8805954,25.531595,0.0017743055,-0.007539746,-3.0134025,64.63267,-90.85552
