Time, TempBase, WarpMax, T_Tip_Peel, T_Tip_Shear, T_Tip_SEQV, T_Tip_Strain, T_Avg_Peel, T_Avg_Shear, B_Tip_Peel, B_Tip_Shear, B_Tip_SEQV, B_Tip_Strain, B_Avg_Peel, B_Avg_Shear, Die_SX, Die_SY_Max
0.1, 119.724815, -0.105249549, -30.9660024, -5.59606407, 33.9149189, 1.955567151E-03, 3.498010613E-03, -2.40756024, -10.2698051, -3.38814803, 27.023918, 2.127165751E-03, -2.024308982E-02, -2.46702272, 59.1560397, -81.5011589
0.2, 119.179184, -0.102942832, -30.1092614, -5.21172472, 32.7885165, 1.902278824E-03, 3.749423688E-03, -2.32989451, -10.0965979, -3.31185755, 26.5528255, 2.093832288E-03, -1.955170799E-02, -2.39485168, 58.0102482, -78.9447762
0.35, 115.326271, -9.726290931E-02, -27.1541072, -4.00912732, 29.0478361, 1.708581133E-03, 3.366501878E-03, -2.05843983, -9.46547519, -3.03434772, 24.8575944, 1.966322787E-03, -1.73232757E-02, -2.13824326, 54.6073313, -71.6382273
0.575, 99.7744064, -8.56947666E-02, -18.4985606, -0.814875472, 18.9092825, 1.192627525E-03, 1.54834473E-03, -1.28760122, -7.50603075, -2.18322484, 19.642647, 1.565185158E-03, -1.227600424E-02, -1.39835011, 46.0950932, -53.6316792
0.9125, 99.7744064, -8.569100947E-02, -18.4279501, -0.864397439, 18.8495402, 1.206188629E-03, 1.6898383E-03, -1.28807261, -7.4605365, -2.16600081, 19.5925833, 1.56539328E-03, -1.230638446E-02, -1.39771253, 46.0980558, -53.6150814
1.4125, 84.1897125, -7.718865371E-02, -10.4240883, 1.92455674, 11.4648928, 9.262590722E-04, -1.926624703E-04, -0.610771275, -5.57937355, -1.36677385, 14.8003202, 1.198264174E-03, -8.284513052E-03, -0.741898056, 38.7234974, -38.0788163
1.9125, 84.1897125, -7.718219998E-02, -10.384882, 1.83578171, 11.3509456, 9.335936181E-04, -4.602168173E-04, -0.612365291, -5.5311271, -1.34630525, 14.7479207, 1.197765066E-03, -8.10671249E-03, -0.741202309, 38.7299671, -38.0937932
2.4125, 71.5180206, -7.196037256E-02, -4.23312248, 3.93176356, 10.4019295, 9.554109899E-04, -1.164556627E-03, -0.119054154, -3.99295646, -0.78914144, 11.3631696, 9.345531819E-04, -5.068778412E-03, -0.261264975, 33.0505972, -26.2060573
2.9125, 71.5180206, -7.195271611E-02, -4.24231764, 3.83460106, 10.1873767, 9.58915935E-04, -1.338240604E-03, -0.121082698, -3.96067937, -0.771975903, 11.3269217, 9.335720876E-04, -4.93381701E-03, -0.260657878, 33.0586424, -26.2346744
3.4125, 61.5224304, -6.8814507E-02, 0.431021068, 5.40291917, 13.211803, 1.089018759E-03, -1.012295278E-03, 0.233862631, -2.73354381, -0.388491467, 8.99943483, 7.564679921E-04, -3.13080433E-03, 8.586755204E-02, 28.682538, -17.0998185
3.9125, 61.5224304, -6.88041681E-02, 0.386541773, 5.30043487, 12.961403, 1.093707866E-03, -1.835945749E-03, 0.231361065, -2.71279948, -0.37363325, 8.9759095, 7.554271094E-04, -2.524337381E-03, 8.638699498E-02, 28.6924429, -17.1661828
