Time, TempBase, WarpMax, T_Tip_Peel, T_Tip_Shear, T_Tip_SEQV, T_Tip_Strain, T_Avg_Peel, T_Avg_Shear, B_Tip_Peel, B_Tip_Shear, B_Tip_SEQV, B_Tip_Strain, B_Avg_Peel, B_Avg_Shear, Die_SX, Die_SY_Max
0.1, 119.800606, -0.117441373, -32.640662, -5.3099657, 35.166587, 2.00407322E-03, 2.703207439E-02, -2.81326511, -7.50465297, -3.46145714, 28.5953723, 2.138091158E-03, 7.810177202E-03, -2.84636458, 60.9776468, -86.3652787
0.2, 119.427559, -0.114310661, -31.6239568, -4.90882623, 33.8940384, 1.943275123E-03, 2.645553289E-02, -2.71444481, -7.42960407, -3.35150199, 27.9395444, 2.097304132E-03, 7.512485673E-03, -2.75496152, 59.7178116, -83.3810707
0.35, 116.340736, -0.106758515, -28.3213922, -3.7073954, 29.8808334, 1.7372076E-03, 2.34413783E-02, -2.39314347, -7.13281563, -3.0087574, 25.8670781, 1.960068335E-03, 6.715891946E-03, -2.45419414, 56.0627866, -75.0981444
0.575, 102.00869, -9.296533424E-02, -19.0522791, -0.692361988, 19.3739139, 1.212833579E-03, 1.57020599E-02, -1.53097458, -5.96253295, -2.17088805, 20.3120281, 1.575196311E-03, 4.343145613E-03, -1.63474541, 47.1385322, -55.3763002
0.9125, 102.00869, -9.29616902E-02, -18.9858781, -0.739849036, 19.3162967, 1.226624934E-03, 1.587770761E-02, -1.5313853, -5.91331069, -2.15528083, 20.2481862, 1.576457015E-03, 4.304998853E-03, -1.6338636, 47.140964, -55.3573592
1.4125, 86.7856903, -8.413292704E-02, -10.5048833, 1.80668233, 11.3899666, 9.36725518E-04, 9.610661486E-03, -0.789160299, -4.59126518, -1.49263881, 15.5001276, 1.244241265E-03, 2.61982502E-03, -0.921396452, 39.5040607, -38.6379086
1.9125, 86.7856903, -8.412554497E-02, -10.4752778, 1.72211599, 11.2952785, 9.441827556E-04, 9.612035906E-03, -0.790754627, -4.53869979, -1.47212741, 15.4276071, 1.244629979E-03, 2.622108431E-03, -0.920364689, 39.5104122, -38.642837
2.4125, 74.0402069, -7.923798638E-02, -3.83348119, 3.63731993, 9.63760307, 9.562749592E-04, 6.498683891E-03, -0.240601164, -3.35065059, -1.04494981, 12.0373055, 1.002850409E-03, 9.416213602E-04, -0.389346353, 33.6743202, -25.8701207
2.9125, 74.0402069, -7.922843262E-02, -3.85600758, 3.54401442, 9.43363368, 9.594288201E-04, 5.310816345E-03, -0.243218599, -3.31381474, -1.02664776, 11.9839584, 1.002249611E-03, 1.981515422E-03, -0.388694688, 33.6833754, -25.9472861
3.4125, 63.8245735, -7.667559531E-02, 1.2840332, 4.98250521, 12.4480366, 1.092250852E-03, 3.099748669E-03, 0.160130941, -2.30063416, -0.755404505, 9.60017024, 8.321156641E-04, 9.974480309E-04, 2.391450561E-03, 29.2116365, -16.1770673
