Time, TempBase, WarpMax, T_Tip_Peel, T_Tip_Shear, T_Tip_SEQV, T_Tip_Strain, T_Avg_Peel, T_Avg_Shear, B_Tip_Peel, B_Tip_Shear, B_Tip_SEQV, B_Tip_Strain, B_Avg_Peel, B_Avg_Shear, Die_SX, Die_SY_Max
0.1, 119.751991, -0.113285671, -37.3007352, -4.81369286, 39.3454312, 2.124418292E-03, 1.907527523E-02, -2.7156316, -3.93648472, -2.18802436, 28.7712756, 1.881064712E-03, -1.604669941E-02, -2.7968888, 59.4289737, -87.3374035
0.2, 119.262909, -0.110485023, -36.0701882, -4.44259611, 37.90695, 2.060033443E-03, 1.876241049E-02, -2.62103267, -3.9087431, -2.10206506, 28.1093894, 1.842647088E-03, -1.560193951E-02, -2.7058732, 58.2352967, -84.2319869
0.35, 115.601776, -0.103675248, -31.9576619, -3.31415106, 33.2068568, 1.832710564E-03, 1.657096991E-02, -2.30563727, -3.76415815, -1.8408339, 25.9448899, 1.711272622E-03, -1.398045854E-02, -2.39945925, 54.75141, -75.5314389
0.575, 100.184616, -9.06692967E-02, -20.3427219, -0.435938197, 20.5381094, 1.232129715E-03, 1.061621032E-02, -1.44964513, -3.14496808, -1.21373702, 20.0138099, 1.342479523E-03, -9.91856066E-03, -1.55861445, 46.2175074, -54.6650719
0.9125, 100.184616, -9.066638172E-02, -20.2831002, -0.482242824, 20.4863019, 1.246182322E-03, 1.0776997E-02, -1.44992347, -3.11197837, -1.20752572, 19.9628186, 1.343054048E-03, -9.949549954E-03, -1.55798549, 46.2193208, -54.6521471
1.4125, 84.5243683, -8.186067402E-02, -9.75474908, 1.96543063, 10.6240737, 9.04777852E-04, 5.834353511E-03, -0.713595822, -2.40580071, -0.721435532, 14.8897452, 1.028579173E-03, -6.205172319E-03, -0.829388705, 38.9169674, -36.9153235
1.9125, 84.5243683, -8.185540416E-02, -9.74656407, 1.88572657, 10.5499207, 9.114087325E-04, 5.840464587E-03, -0.714723881, -2.37241782, -0.711974306, 14.8341178, 1.028685372E-03, -6.192695613E-03, -0.828672157, 38.9213839, -36.9204283
2.4125, 71.7416534, -7.672039457E-02, -1.61688636, 3.72189751, 9.38279712, 9.392626196E-04, 3.927814352E-03, -0.173267315, -1.72666417, -0.42219885, 11.3016142, 8.087218751E-04, -3.780697256E-03, -0.290667237, 33.3450832, -23.359616
2.9125, 71.7416534, -7.671329724E-02, -1.66914912, 3.63621666, 9.17453105, 9.425607956E-04, 2.511595645E-03, -0.175204032, -1.70498339, -0.412724647, 11.2633752, 8.083696893E-04, -2.739838825E-03, -0.29023531, 33.3516312, -23.4333021
3.4125, 61.6590195, -7.382025416E-02, 4.54313126, 5.01071412, 13.5285163, 1.109738155E-03, 1.229587581E-03, 0.218994543, -1.14930606, -0.246783093, 8.8365768, 6.58290559E-04, -6.678003879E-04, 0.102898838, 29.0832176, -13.0587287
3.9125, 61.6590195, -7.381158777E-02, 4.44957421, 4.92290105, 13.2905368, 1.115749672E-03, 4.548246551E-04, 0.21700305, -1.13807332, -0.235758422, 8.80637202, 6.573074887E-04, -4.579749618E-05, 0.103403157, 29.090785, -13.1181393
4.4125, 53.7685432, -7.229763598E-02, 9.19560848, 5.95435004, 17.6409727, 1.303746928E-03, -5.241611999E-04, 0.504445639, -0.671841243, -0.146808557, 7.15550472, 5.58992825E-04, 1.721728371E-03, 0.39110466, 25.8010426, -5.12427901
4.9125, 53.7685432, -7.228837249E-02, 9.07388723, 5.86644339, 17.3924286, 1.313380471E-03, -9.538552622E-04, 0.502430562, -0.668263653, -0.134837983, 7.13169238, 5.576713706E-04, 2.09614505E-03, 0.391615748, 25.809021, -5.17595408
5.4125, 47.5810966, -7.16155018E-02, 12.7136835, 6.64361819, 21.0079743, 1.492703491E-03, -1.690505071E-03, 0.713442251, -0.281598199, -9.288825548E-02, 6.02642811, 5.12001621E-04, 3.551200051E-03, 0.603617952, 23.2520828, 1.03765135
5.9125, 47.5810966, -7.160620705E-02, 12.5734666, 6.55709494, 20.7546358, 1.505705251E-03, -1.933842459E-03, 0.71143263, -0.283690604, -8.033612738E-02, 6.00712412, 5.113536437E-04, 3.784305067E-03, 0.604101238, 23.2601089, 0.990054897
6.4125, 42.7015076, -7.143472333E-02, 15.3793317, 7.14514652, 23.6331973, 1.665977392E-03, -2.484046936E-03, 0.86774813, 3.50397078E-02, -6.622923956E-02, 5.29194911, 4.92020775E-04, 4.965509844E-03, 0.761805008, 21.255476, 5.86168523
6.9125, 42.7015076, -7.142570505E-02, 15.2277362, 7.06103827, 23.3792849, 1.681567278E-03, -2.62325778E-03, 0.865770142, 2.874004711E-02, -5.334734017E-02, 5.27544416, 4.913982006E-04, 5.115954512E-03, 0.762245033, 21.2633362, 5.81648757
7.4125, 38.8273621, -7.154099889E-02, 17.4019836, 7.50756227, 25.6418547, 1.820043977E-03, -3.032998856E-03, 0.982741275, 0.290444924, -5.491901712E-02, 4.84166467, 4.866080612E-04, 6.071412563E-03, 0.880807547, 19.678741, 9.66664925
7.9125, 38.8273621, -7.15324258E-02, 17.2442465, 7.4265631, 25.3907662, 1.837409011E-03, -3.112552079E-03, 0.98081567, 0.281049255, -4.190500674E-02, 4.82674356, 4.859667763E-04, 6.172040854E-03, 0.881198781, 19.6863108, 9.62313866
8.4125, 35.7309227, -7.179999109E-02, 18.9367172, 7.76640791, 27.1621397, 1.95556124E-03, -3.417556217E-03, 1.06925535, 0.495253975, -5.153641249E-02, 4.58708174, 4.905891927E-04, 6.945847976E-03, 0.971316349, 18.4243426, 12.6878698
8.9125, 35.7309227, -7.179195079E-02, 18.7766835, 7.68896186, 26.9164957, 1.974049793E-03, -3.462268038E-03, 1.06739735, 0.483620868, -3.855373612E-02, 4.5730835, 4.899464309E-04, 7.015499787E-03, 0.971658318, 18.4315529, 12.6457951
9.4125, 33.2408485, -7.212882296E-02, 20.0987764, 7.94779478, 28.3015072, 2.07471002E-03, -3.689604474E-03, 1.1349447, 0.658413357, -5.158010476E-02, 4.45484168, 4.992172339E-04, 7.644262459E-03, 1.04089886, 17.4198537, 15.1005848
9.9125, 33.2408485, -7.21213531E-02, 19.9392597, 7.87416166, 28.0632421, 2.093832226E-03, -3.713638845E-03, 1.13316471, 0.645211579, -3.876422998E-02, 4.4414455, 4.98611986E-04, 7.694064995E-03, 1.04119363, 17.4266713, 15.0599016
10.4125, 31.2274818, -7.247767026E-02, 20.9743923, 8.07103534, 29.145123, 2.179883815E-03, -3.883486449E-03, 1.18525045, 0.787377902, -5.242905977E-02, 4.39289595, 5.093704367E-04, 8.206996363E-03, 1.09494397, 16.610939, 17.0366167
10.9125, 31.2274818, -7.247077705E-02, 20.8174305, 8.00134075, 28.9155962, 2.199276414E-03, -3.895106679E-03, 1.18355503, 0.77313009, -3.989006548E-02, 4.37996171, 5.088231823E-04, 8.243708846E-03, 1.0951948, 16.6173506, 16.997365
11.4125, 29.5919018, -7.281779436E-02, 21.6286226, 8.15052376, 29.7592754, 2.273242185E-03, -4.022390545E-03, 1.22407207, 0.88833261, -5.265476323E-02, 4.36940408, 5.19542649E-04, 8.663808492E-03, 1.13732083, 15.9563987, 18.596187
11.9125, 29.5919018, -7.281146434E-02, 21.4756729, 8.08479664, 29.5393921, 2.292635932E-03, -4.026499991E-03, 1.22246471, 0.873446819, -4.047949482E-02, 4.35690333, 5.190610642E-04, 8.691647863E-03, 1.13753146, 15.9624043, 18.5584245
12.4125, 28.2578964, -7.313375462E-02, 22.1109816, 8.1970727, 30.1953362, 2.356608343E-03, -4.122184981E-03, 1.25423046, 0.966398149, -5.157034884E-02, 4.36603633, 5.290657925E-04, 9.036950773E-03, 1.1708344, 15.4246519, 19.8562951
12.9125, 28.2578964, -7.312796245E-02, 21.9630656, 8.13527105, 29.9856462, 2.375804165E-03, -4.121739247E-03, 1.25271241, 0.951192183, -3.982467982E-02, 4.35400037, 5.286516265E-04, 9.058620636E-03, 1.17100867, 15.4302604, 19.8200766
13.4125, 27.1661968, -7.341835231E-02, 22.4594853, 8.21886255, 30.4931677, 2.431485216E-03, -4.193881884E-03, 1.27778757, 1.02580836, -4.89368292E-02, 4.37239404, 5.376683981E-04, 9.343351516E-03, 1.19754001, 14.9912428, 20.8766976
