Time, TempBase, WarpMax, T_Tip_Peel, T_Tip_Shear, T_Tip_SEQV, T_Tip_Strain, T_Avg_Peel, T_Avg_Shear, B_Tip_Peel, B_Tip_Shear, B_Tip_SEQV, B_Tip_Strain, B_Avg_Peel, B_Avg_Shear, Die_SX, Die_SY_Max
0.1, 119.766594, -0.119961142, -36.3144939, -5.049944, 38.4174679, 2.140269971E-03, 6.430614027E-03, -2.7542017, -4.83380351, -2.20953652, 26.5451024, 1.832968117E-03, -1.305083009E-02, -2.75162441, 61.2244577, -95.4349042
0.2, 119.308487, -0.116828503, -35.1030062, -4.64929978, 36.9834876, 2.073271149E-03, 6.650849645E-03, -2.6547091, -4.77327424, -2.12370044, 25.9439582, 1.796815027E-03, -1.258634896E-02, -2.65999212, 59.9175382, -91.9549797
0.35, 115.734901, -0.109235505, -31.0908993, -3.43729992, 32.3513303, 1.840699275E-03, 5.745344583E-03, -2.32506859, -4.53813056, -1.84470814, 23.942239, 1.669841728E-03, -1.114954442E-02, -2.35237197, 56.1305695, -82.3147874
0.575, 100.207306, -9.490767569E-02, -19.7970978, -0.367845093, 20.030842, 1.240585603E-03, 3.021903156E-03, -1.43224771, -3.70104779, -1.12540293, 18.3174568, 1.300627799E-03, -8.258090037E-03, -1.5071965, 46.9726443, -59.5546016
0.9125, 100.207306, -9.490449917E-02, -19.7377937, -0.416317417, 19.9759612, 1.254521752E-03, 3.232515628E-03, -1.43259292, -3.67187393, -1.11869695, 18.2769081, 1.300962593E-03, -8.285534575E-03, -1.50653423, 46.9747972, -59.5380266
1.4125, 84.306221, -8.543211925E-02, -9.5404166, 2.16708668, 10.7464513, 9.413592221E-04, 1.046726643E-03, -0.667826175, -2.77745972, -0.542577167, 13.4664004, 9.818518897E-04, -5.721999066E-03, -0.776125704, 39.2379942, -40.4688285
1.9125, 84.306221, -8.542582473E-02, -9.53092152, 2.0830071, 10.655809, 9.478981284E-04, 1.053666012E-03, -0.669139312, -2.74826354, -0.533458837, 13.4236342, 9.816223789E-04, -5.706937083E-03, -0.775338117, 39.2431526, -40.4759485
2.4125, 71.3401566, -8.011890633E-02, -1.70329451, 3.99698091, 10.0153129, 9.959735065E-04, 1.283940625E-03, -0.110948776, -1.95777972, -0.175551604, 10.1063749, 7.569313245E-04, -4.234451445E-03, -0.239551552, 33.40975, -26.0854508
2.9125, 71.3401566, -8.011058317E-02, -1.75219682, 3.90623994, 9.79663536, 9.997089521E-04, -2.215879317E-04, -0.113139807, -1.93896845, -0.167267868, 10.0789221, 7.56335475E-04, -3.208119316E-03, -0.239018111, 33.4171963, -26.1794778
3.4125, 61.1688347, -7.729909436E-02, 4.18735501, 5.32062909, 14.0127796, 1.165902846E-03, 1.705348799E-05, 0.289494915, -1.27349048, 4.878747184E-02, 7.83944071, 6.067156813E-04, -1.878751714E-03, 0.149099216, 29.0072689, -15.3127317
