Time, TempBase, WarpMax, T_Tip_Peel, T_Tip_Shear, T_Tip_SEQV, T_Tip_Strain, T_Avg_Peel, T_Avg_Shear, B_Tip_Peel, B_Tip_Shear, B_Tip_SEQV, B_Tip_Strain, B_Avg_Peel, B_Avg_Shear, Die_SX, Die_SY_Max
0.1, 119.819267, -0.117604505, -36.722626, -4.71413575, 38.68435, 2.069882365E-03, 2.356019528E-02, -2.90598386, -5.78064314, -2.7259796, 29.8824509, 2.089251109E-03, 2.743909483E-02, -2.8746977, 61.7735972, -96.7451109
0.2, 119.493736, -0.114414663, -35.5365808, -4.35679609, 37.3002249, 2.00876402E-03, 2.307644208E-02, -2.80416372, -5.75743403, -2.62355319, 29.184084, 2.047663031E-03, 2.658467978E-02, -2.78254819, 60.5002546, -93.3485162
0.35, 116.679482, -0.106740277, -31.7601734, -3.29702757, 32.975694, 1.803246223E-03, 2.040501748E-02, -2.47747492, -5.64327338, -2.31481834, 27.0331449, 1.913410986E-03, 2.399404968E-02, -2.48337582, 56.8138504, -83.9837555
0.575, 102.992531, -9.293049164E-02, -21.3289967, -0.662892619, 21.5689328, 1.272447389E-03, 1.375478366E-02, -1.60759824, -4.97026948, -1.62426582, 21.4178934, 1.552692828E-03, 1.663235333E-02, -1.6739778, 47.8094602, -61.7968936
0.9125, 102.992531, -9.292717726E-02, -21.2626072, -0.706019443, 21.5112836, 1.287006503E-03, 1.393722677E-02, -1.60796856, -4.91660728, -1.61456076, 21.3454099, 1.553694656E-03, 1.658843557E-02, -1.67308234, 47.811759, -61.7738003
1.4125, 88.122757, -8.424034255E-02, -11.7472132, 1.51312818, 12.2418758, 9.5880682E-04, 8.694792221E-03, -0.858065686, -4.01291746, -1.12006556, 16.5910299, 1.248675978E-03, 1.04830617E-02, -0.968075771, 40.0857878, -42.9568465
1.9125, 88.122757, -8.423340975E-02, -11.724606, 1.43718127, 12.1787274, 9.674714413E-04, 8.699026839E-03, -0.859605709, -3.95491537, -1.10580847, 16.5077154, 1.249136239E-03, 1.047777857E-02, -0.967022211, 40.0919113, -42.9597939
2.4125, 75.4918823, -7.950475556E-02, -4.25410068, 3.11062507, 8.61587851, 9.339845478E-04, 6.291884354E-03, -0.300862137, -3.07581278, -0.822665665, 13.1130923, 1.028390248E-03, 5.39617848E-03, -0.438743064, 34.1679592, -28.5385472
2.9125, 75.4918823, -7.949584697E-02, -4.28964577, 3.02777131, 8.44402327, 9.372055692E-04, 5.17521649E-03, -0.303449126, -3.03484348, -0.808641592, 13.0507221, 1.028199959E-03, 6.423908761E-03, -0.438095919, 34.1766291, -28.6270064
3.4125, 65.2612305, -7.70912995E-02, 1.5126716, 4.28981031, 11.2312952, 1.050211854E-03, 3.46905254E-03, 0.1085295, -2.24781109, -0.656297915, 10.6527817, 8.712547308E-04, 2.858112605E-03, -4.686744142E-02, 29.6208773, -17.5520428
3.9125, 65.2612305, -7.708029123E-02, 1.43647118, 4.20443372, 11.0037606, 1.05440814E-03, 2.924296291E-03, 0.105812985, -2.22222394, -0.640897942, 10.6027244, 8.703849405E-04, 3.47926819E-03, -4.615563783E-02, 29.631012, -17.6274872
4.4125, 57.0986366, -7.604513584E-02, 5.93996237, 5.15999088, 14.6440584, 1.200814308E-03, 1.626030674E-03, 0.410047588, -1.54268477, -0.567997276, 8.91922827, 7.614250232E-04, 1.008584472E-03, 0.243897882, 26.1013269, -9.05083331
4.9125, 57.0986366, -7.603320794E-02, 5.83514843, 5.07419486, 14.4033391, 1.207435124E-03, 1.353020331E-03, 0.407265019, -1.52872038, -0.551773583, 8.8788315, 7.599884132E-04, 1.385885793E-03, 0.244605308, 26.1121473, -9.12032304
5.4125, 50.5982513, -7.579302917E-02, 9.34308734, 5.80154705, 17.6367253, 1.351738232E-03, 3.818814028E-04, 0.633580241, -0.952394369, -0.525869038, 7.70640481, 6.890413602E-04, -3.615315728E-04, 0.461235601, 23.3523035, -2.41316789
5.9125, 50.5982513, -7.57808913E-02, 9.21874611, 5.71684805, 17.3909701, 1.360859304E-03, 2.410712882E-04, 0.630785258, -0.947302655, -0.509173296, 7.67314893, 6.872307888E-04, -1.250904153E-04, 0.461901639, 23.3633118, -2.4801942
6.4125, 45.4029503, -7.59854321E-02, 11.965214, 6.27345186, 20.0622707, 1.493642396E-03, -4.80726533E-04, 0.800833547, -0.463325342, -0.509874944, 6.8685963, 6.546704564E-04, -1.383629134E-03, 0.625382994, 21.1849952, 2.81467094
6.9125, 45.4029503, -7.597349287E-02, 11.828179, 6.19091401, 19.8158079, 1.504959143E-03, -5.538327184E-04, 0.798070319, -0.46502884, -0.492963072, 6.84033114, 6.53563507E-04, -1.230479845E-03, 0.625991117, 21.1958847, 2.74885263
7.4125, 41.2273521, -7.640899935E-02, 13.9897967, 6.61881269, 21.9717276, 1.623511995E-03, -1.089919791E-03, 0.927270155, -6.113481961E-02, -0.507579212, 6.30182479, 6.423814734E-04, -2.151426726E-03, 0.750810746, 19.4611683, 6.96494341
7.9125, 41.2273521, -7.63974975E-02, 13.8452001, 6.53915828, 21.7277359, 1.636556922E-03, -1.127018454E-03, 0.924571941, -6.802166948E-02, -0.490658684, 6.27689549, 6.41544541E-04, -2.048958811E-03, 0.751355106, 19.4717484, 6.90007169
8.4125, 37.8510361, -7.693486956E-02, 15.5544753, 6.86921718, 23.4529979, 1.740674928E-03, -1.526118182E-03, 1.02384509, 0.267509726, -0.511435179, 5.92938206, 6.39591798E-04, -2.732522472E-03, 0.847795842, 18.079144, 10.2826764
8.9125, 37.8510361, -7.692394074E-02, 15.4061647, 6.79291625, 23.2139209, 1.754962849E-03, -1.543530525E-03, 1.02123552, 0.256708706, -0.49467974, 5.90665602, 6.388924347E-04, -2.661814055E-03, 0.848276125, 18.0893025, 10.2188962
9.4125, 35.1053848, -7.748696633E-02, 16.762784, 7.0479561, 24.5898734, 1.845700869E-03, -1.841899521E-03, 1.09833639, 0.534395197, -0.517022462, 5.69265527, 6.41987353E-04, -3.175792026E-03, 0.923647848, 16.9634647, 12.9503649
9.9125, 35.1053848, -7.747668082E-02, 16.6136347, 6.97529219, 24.3575463, 1.860809291E-03, -1.848330361E-03, 1.09583137, 0.520686818, -0.500576146, 5.67145261, 6.414026674E-04, -3.125537752E-03, 0.924066568, 16.9731398, 12.887957
