Time, TempBase, WarpMax, T_Tip_Peel, T_Tip_Shear, T_Tip_SEQV, T_Tip_Strain, T_Avg_Peel, T_Avg_Shear, B_Tip_Peel, B_Tip_Shear, B_Tip_SEQV, B_Tip_Strain, B_Avg_Peel, B_Avg_Shear, Die_SX, Die_SY_Max
0.1, 119.748726, -0.100721985, -33.8161135, -4.51614227, 35.7515192, 1.920999914E-03, 1.965999158E-02, -2.58091512, -5.73695437, -2.95255477, 28.625713, 2.044116017E-03, 1.609466696E-02, -2.58023678, 58.4234147, -87.3562308
0.2, 119.261063, -9.845922341E-02, -32.8187877, -4.20906755, 34.5796086, 1.869627758E-03, 1.91631355E-02, -2.49790862, -5.6886703, -2.87361185, 28.0503374, 2.009593104E-03, 1.553300721E-02, -2.50457604, 57.3696089, -84.6174859
0.35, 115.747734, -9.292389014E-02, -29.5212053, -3.26935366, 30.7808129, 1.687947025E-03, 1.70025695E-02, -2.21954767, -5.47839643, -2.63712742, 26.2462539, 1.894199756E-03, 1.395886563E-02, -2.24754074, 54.2419429, -76.8384339
0.575, 101.159164, -8.213649609E-02, -20.2431218, -0.837224488, 20.5365499, 1.205069515E-03, 1.175350533E-02, -1.4607377, -4.65704726, -2.07390991, 21.4738519, 1.578448991E-03, 9.814981063E-03, -1.53770853, 46.3463645, -57.6785134
0.9125, 101.159164, -8.213240254E-02, -20.1753949, -0.877022474, 20.4787538, 1.219009264E-03, 1.186254197E-02, -1.46123199, -4.60489429, -2.06173333, 21.4014688, 1.580123024E-03, 9.778884404E-03, -1.53699302, 46.3492537, -57.6582988
1.4125, 86.2243729, -7.452298156E-02, -11.6893075, 1.23284872, 12.0763715, 9.125434714E-04, 7.645499793E-03, -0.804552257, -3.7012477, -1.61156816, 17.3138601, 1.312968769E-03, 6.401284047E-03, -0.918077421, 39.4043474, -40.9489086
1.9125, 86.2243729, -7.451612017E-02, -11.6591953, 1.16087579, 12.0144455, 9.213899145E-04, 7.410156929E-03, -0.806332442, -3.64373034, -1.59380501, 17.2281638, 1.314160958E-03, 6.561618938E-03, -0.917322682, 39.4111338, -40.9610669
2.4125, 73.8388519, -6.977500066E-02, -5.03186114, 2.77979594, 8.27299673, 8.813108619E-04, 4.988111063E-03, -0.320078814, -2.84046855, -1.31532784, 14.3646712, 1.127724484E-03, 4.282057433E-03, -0.457341667, 33.9705057, -27.9225259
2.9125, 73.8388519, -6.976698899E-02, -5.05439874, 2.70030742, 8.12688427, 8.843866194E-04, 4.83063265E-03, -0.32241368, -2.79979442, -1.29699631, 14.2944667, 1.127884878E-03, 4.400399262E-03, -0.456690949, 33.9792032, -27.9502518
3.4125, 63.8804741, -6.683551102E-02, 7.777563657E-02, 3.94004275, 10.1124854, 9.87417486E-04, 3.89251819E-03, 3.491912145E-02, -2.11936961, -1.12845121, 12.3112882, 1.000855658E-03, 2.391969086E-03, -0.117829444, 29.7127914, -17.7212591
