Time, TempBase, WarpMax, T_Tip_Peel, T_Tip_Shear, T_Tip_SEQV, T_Tip_Strain, T_Avg_Peel, T_Avg_Shear, B_Tip_Peel, B_Tip_Shear, B_Tip_SEQV, B_Tip_Strain, B_Avg_Peel, B_Avg_Shear, Die_SX, Die_SY_Max
0.1, 119.75721, -0.112587459, -31.6645179, -4.44575057, 33.6754415, 1.801294729E-03, 3.425833036E-02, -2.64431646, -4.50960495, -2.32328826, 25.8514472, 1.771669387E-03, 8.58635344E-03, -2.67659671, 59.8101687, -87.1432572
0.2, 119.281693, -0.109796304, -30.6625949, -4.10327862, 32.4674585, 1.747852628E-03, 3.346140539E-02, -2.55359544, -4.47638677, -2.25135931, 25.3097625, 1.740117409E-03, 8.278704066E-03, -2.59276608, 58.6198745, -84.1662366
0.35, 115.701508, -0.102992753, -27.3114037, -3.05931345, 28.5347794, 1.560205733E-03, 2.968758356E-02, -2.25029807, -4.32132011, -2.02390042, 23.5495087, 1.631355159E-03, 7.387797417E-03, -2.30867146, 55.1511335, -75.8366038
0.575, 100.470909, -8.997422623E-02, -17.7751334, -0.383207731, 17.9839836, 1.074255097E-03, 1.963482545E-02, -1.42252711, -3.66107588, -1.45834739, 18.6974141, 1.321434178E-03, 4.685158517E-03, -1.5216209, 46.6528316, -55.8331492
0.9125, 100.470909, -8.997018959E-02, -17.7205042, -0.426174215, 17.9358881, 1.086205523E-03, 1.980096219E-02, -1.42300105, -3.62162988, -1.45015296, 18.6438981, 1.321996467E-03, 4.654165066E-03, -1.52088631, 46.6552739, -55.8172298
1.4125, 84.8978577, -8.112691566E-02, -9.01707757, 1.86121666, 9.94549145, 8.375417003E-04, 1.135574577E-02, -0.70825905, -2.86223491, -1.00162066, 14.4712721, 1.056277861E-03, 2.516736247E-03, -0.835064935, 39.3724308, -38.7898724
1.9125, 84.8978577, -8.111934232E-02, -9.00568517, 1.78422434, 9.86599946, 8.432525118E-04, 1.135733376E-02, -0.709928516, -2.82091914, -0.989074339, 14.4099956, 1.056241431E-03, 2.523049938E-03, -0.834204498, 39.3786812, -38.7973223
2.4125, 72.1245499, -7.592834563E-02, -2.24875547, 3.50924387, 8.99513236, 8.929793331E-04, 5.539129972E-03, -0.183163062, -2.12163528, -0.71749704, 11.5014766, 8.700329154E-04, 1.401878201E-03, -0.326048354, 33.8084631, -25.8193449
2.9125, 72.1245499, -7.591955474E-02, -2.28885934, 3.42476668, 8.79601627, 8.958001599E-04, 5.385052797E-03, -0.185442978, -2.09435736, -0.704289592, 11.4541907, 8.693844782E-04, 1.511089864E-03, -0.325332182, 33.8166332, -25.8499549
3.4125, 62.0115814, -7.296789144E-02, 2.89890513, 4.7226642, 12.394564, 1.047599644E-03, 2.247858685E-03, 0.199109765, -1.49144915, -0.544845313, 9.45693248, 7.422797662E-04, 2.536652337E-04, 4.705193982E-02, 29.5458679, -15.876592
3.9125, 62.0115814, -7.295631099E-02, 2.8205509, 4.63384675, 12.1598855, 1.052213491E-03, 1.39052233E-03, 0.196289489, -1.47470324, -0.530960173, 9.42011416, 7.411303765E-04, 8.754653909E-04, 4.765927502E-02, 29.5561762, -15.9492049
4.4125, 54.0743027, -7.138614693E-02, 6.79832528, 5.61132101, 15.8118594, 1.214054509E-03, -9.733495285E-04, 0.477054352, -0.967369838, -0.442332942, 8.06644587, 6.584497806E-04, 1.547546908E-04, 0.320669134, 26.2608538, -8.26673566
4.9125, 54.0743027, -7.137384762E-02, 6.69466536, 5.52148348, 15.5657441, 1.221265119E-03, -1.451371064E-03, 0.474160425, -0.959328816, -0.427733683, 8.03642252, 6.569197621E-04, 5.331991088E-04, 0.321271706, 26.2717686, -8.33213129
