Time, TempBase, WarpMax, T_Tip_Peel, T_Tip_Shear, T_Tip_SEQV, T_Tip_Strain, T_Avg_Peel, T_Avg_Shear, B_Tip_Peel, B_Tip_Shear, B_Tip_SEQV, B_Tip_Strain, B_Avg_Peel, B_Avg_Shear, Die_SX, Die_SY_Max
0.1, 119.794609, -0.108208272, -33.5495111, -5.14124935, 36.0216691, 1.973745551E-03, 7.233910102E-02, -2.49806987, -7.06060003, -2.07853127, 27.0971682, 1.939232799E-03, -2.311028454E-02, -2.74629525, 59.7400064, -81.0325435
0.2, 119.408981, -0.105677793, -32.5897568, -4.77784266, 34.8296639, 1.920359705E-03, 7.085064945E-02, -2.41835694, -6.97200197, -2.02099682, 26.6116836, 1.910303687E-03, -2.225746143E-02, -2.66605508, 58.5675163, -78.3679993
0.35, 116.297974, -9.946398506E-02, -29.3649908, -3.65763845, 30.9365649, 1.730012994E-03, 6.418556497E-02, -2.14695273, -6.66340165, -1.81231143, 24.9157047, 1.802578167E-03, -1.975427731E-02, -2.38956584, 55.1139278, -70.8388256
0.575, 102.08329, -8.731767007E-02, -19.9572512, -0.724533846, 20.2693839, 1.21700313E-03, 4.368852239E-02, -1.3795253, -5.60759433, -1.21064198, 19.7678014, 1.463274858E-03, -1.456362444E-02, -1.59592121, 46.4913335, -52.4452279
0.9125, 102.08329, -8.731448917E-02, -19.8885663, -0.771906421, 20.2114936, 1.230961122E-03, 4.383345757E-02, -1.37992195, -5.56091651, -1.20145822, 19.7123778, 1.463402354E-03, -1.458921963E-02, -1.59512423, 46.4936962, -52.4279096
1.4125, 87.0298538, -7.889630453E-02, -11.1236595, 1.77484001, 11.8385601, 9.276948094E-04, 2.498597419E-02, -0.70127864, -4.44102687, -0.673827797, 15.0041248, 1.152206978E-03, -1.053466171E-02, -0.885834949, 39.0035992, -36.5732551
1.9125, 87.0298538, -7.889038278E-02, -11.0920175, 1.69117121, 11.7503382, 9.356169493E-04, 2.472085601E-02, -0.702679664, -4.39105345, -0.661655743, 14.9439308, 1.151744054E-03, -1.034721972E-02, -0.884969205, 39.0094481, -36.5863179
2.4125, 74.4144974, -7.398877859E-02, -4.2318025, 3.61919397, 9.58714155, 9.32430032E-04, 1.102175269E-02, -0.198736843, -3.38641034, -0.328796802, 11.5609353, 9.226896969E-04, -7.137570253E-03, -0.354762775, 33.2244654, -24.3959865
2.9125, 74.4144974, -7.3981554E-02, -4.25259509, 3.52852464, 9.39335194, 9.358656173E-04, 1.0858728E-02, -0.200519414, -3.35297491, -0.316918342, 11.5171598, 9.218227544E-04, -6.998890256E-03, -0.354019249, 33.23207, -24.4224128
3.4125, 64.2792206, -7.124325466E-02, 1.04607689, 4.98316217, 12.3637323, 1.060126471E-03, 1.273303839E-03, 0.168781479, -2.49707926, -0.113197756, 9.12654775, 7.572208211E-04, -4.991576695E-03, 3.66427206E-02, 28.7625694, -15.0055403
3.9125, 64.2792206, -7.123339762E-02, 0.986503354, 4.8884778, 12.126364, 1.064725627E-03, 6.045065627E-04, 0.166546179, -2.47600853, -0.101468836, 9.09575757, 7.561337267E-04, -4.362671724E-03, 3.724332806E-02, 28.7722054, -15.0685618
4.4125, 56.2372169, -6.983461062E-02, 5.06933454, 5.9868693, 15.6668305, 1.211960359E-03, -6.627218722E-03, 0.436486725, -1.76138953, 1.789802427E-02, 7.4249527, 6.438532506E-04, -2.731272999E-03, 0.324453982, 25.3005152, -7.77334072
4.9125, 56.2372169, -6.982395925E-02, 4.98311398, 5.89150141, 15.4186038, 1.218951584E-03, -6.992897215E-03, 0.434246317, -1.75042334, 2.980960779E-02, 7.40325205, 6.429850075E-04, -2.344704514E-03, 0.325047941, 25.3107491, -7.83104275
5.4125, 49.8599129, -6.924887877E-02, 8.13742642, 6.7236584, 18.4988301, 1.364085367E-03, -1.245133344E-02, 0.63235446, -1.1588228, 9.507223001E-02, 6.25042129, 5.757320338E-04, -1.058319608E-03, 0.537108755, 22.5932722, -2.13296073
5.9125, 49.8599129, -6.92380679E-02, 8.03309749, 6.62930119, 18.2471322, 1.373721978E-03, -1.265717764E-02, 0.630137595, -1.15543407, 0.106983608, 6.23573008, 5.754581376E-04, -8.116883885E-04, 0.537664103, 22.6036367, -2.18819574
6.4125, 44.7811432, -6.915824085E-02, 10.4814771, 7.26220115, 20.7556649, 1.509893388E-03, -1.679859182E-02, 0.776552786, -0.667252929, 0.13823066, 5.45717144, 5.360199872E-04, 1.927181879E-04, 0.695418745, 20.4586596, 2.3001713
6.9125, 44.7811432, -6.914763132E-02, 10.365393, 7.17006572, 20.5046602, 1.521951383E-03, -1.691646738E-02, 0.774384936, -0.669587217, 0.150041641, 5.44763811, 5.360835751E-04, 3.566694673E-04, 0.695921661, 20.4688716, 2.24629542
