Time, TempBase, WarpMax, T_Tip_Peel, T_Tip_Shear, T_Tip_SEQV, T_Tip_Strain, T_Avg_Peel, T_Avg_Shear, B_Tip_Peel, B_Tip_Shear, B_Tip_SEQV, B_Tip_Strain, B_Avg_Peel, B_Avg_Shear, Die_SX, Die_SY_Max
0.1, 119.798698, -0.111293975, -32.3637125, -4.99590796, 34.6265121, 1.947833604E-03, 7.071540064E-02, -2.5479316, -8.18780159, -3.90368958, 28.3307303, 2.199423073E-03, 1.128045346E-02, -2.72288704, 59.8017435, -82.2282874
0.2, 119.423615, -0.108505496, -31.3957225, -4.63616797, 33.439524, 1.892465832E-03, 6.893909363E-02, -2.46235883, -8.09794908, -3.79962175, 27.7311197, 2.1614877E-03, 1.090333859E-02, -2.63982005, 58.6210289, -79.4715692
0.35, 116.377205, -0.101744321, -28.244428, -3.55119827, 29.6736489, 1.702514775E-03, 6.198909541E-02, -2.18015608, -7.76239731, -3.46885023, 25.8232721, 2.031387989E-03, 9.823514418E-03, -2.36273634, 55.1467023, -71.7278636
0.575, 102.342773, -8.917316169E-02, -19.3617273, -0.793146203, 19.68727, 1.211017352E-03, 4.285395848E-02, -1.41236873, -6.51943086, -2.63017343, 20.6511549, 1.661315278E-03, 6.616569363E-03, -1.59736017, 46.4726143, -52.9360636
0.9125, 102.342773, -8.916911247E-02, -19.2930837, -0.837092511, 19.6274595, 1.224825244E-03, 4.299530852E-02, -1.41287842, -6.46507519, -2.61134445, 20.5785843, 1.663609199E-03, 6.577361907E-03, -1.59644436, 46.4755888, -52.9148112
1.4125, 87.4016113, -8.091133054E-02, -11.1320402, 1.51973361, 11.7875318, 9.371553436E-04, 2.638805701E-02, -0.748244264, -5.10188405, -1.92304005, 16.1068945, 1.343096815E-03, 4.01973658E-03, -0.926806439, 38.9274559, -36.7307567
1.9125, 87.4016113, -8.090373386E-02, -11.0980546, 1.44018242, 11.7044397, 9.453473953E-04, 2.612576101E-02, -0.749988659, -5.04177499, -1.89834918, 16.0222131, 1.344567841E-03, 4.189469994E-03, -0.925805026, 38.9349079, -36.7425727
2.4125, 74.8200378, -7.618700034E-02, -4.69098003, 3.22957155, 9.09136362, 9.348509571E-04, 1.534936479E-02, -0.2566428, -3.8358417, -1.44225289, 12.8189913, 1.111888036E-03, 1.620637268E-03, -0.425728568, 33.0882044, -24.2097395
2.9125, 74.8200378, -7.617711954E-02, -4.70879818, 3.14104361, 8.91131296, 9.379878504E-04, 1.41139537E-02, -0.259320197, -3.79231137, -1.41990869, 12.7533717, 1.112000508E-03, 2.665780751E-03, -0.425098323, 33.0985641, -24.2847737
3.4125, 64.6632156, -7.359337498E-02, 0.263539212, 4.49630502, 11.2965473, 1.053808395E-03, 5.947790285E-03, 0.102359718, -2.77259089, -1.12159341, 10.4950229, 9.483250545E-04, 1.124585821E-03, -5.646796874E-02, 28.5664577, -14.5962307
3.9125, 64.6632156, -7.358130733E-02, 0.208557717, 4.40405484, 11.0662216, 1.057713538E-03, 5.30677241E-03, 9.9597493E-02, -2.74368805, -1.09991215, 10.4409186, 9.473671703E-04, 1.753848787E-03, -5.577001715E-02, 28.5784483, -14.6637493
4.4125, 56.565918, -7.229097278E-02, 4.06278431, 5.43304608, 14.2312054, 1.197687709E-03, -8.302239999E-04, 0.364909608, -1.89756008, -0.906278793, 8.86716113, 8.382571932E-04, 8.051485322E-04, 0.216084909, 25.0452223, -7.12007669
4.9125, 56.565918, -7.22780248E-02, 3.98147421, 5.33950076, 13.9877776, 1.20361418E-03, -1.18017653E-03, 0.362111091, -1.8796281, -0.885437169, 8.82243166, 8.367960497E-04, 1.193351557E-03, 0.216777419, 25.0579567, -7.18510922
5.4125, 50.1164169, -7.176491355E-02, 6.97812387, 6.12373662, 16.8115391, 1.339264389E-03, -5.80068038E-03, 0.5579366, -1.18276737, -0.760592345, 7.74203972, 7.72672292E-04, 5.977919131E-04, 0.418560326, 22.2824936, -1.26413261
