Time, TempBase, WarpMax, T_Tip_Peel, T_Tip_Shear, T_Tip_SEQV, T_Tip_Strain, T_Avg_Peel, T_Avg_Shear, B_Tip_Peel, B_Tip_Shear, B_Tip_SEQV, B_Tip_Strain, B_Avg_Peel, B_Avg_Shear, Die_SX, Die_SY_Max
0.1, 119.813019, -9.953039188E-02, -36.9866811, -5.40933156, 39.5452652, 2.126715613E-03, 2.363341E-02, -2.79133315, -7.82953322, -2.61458877, 31.1080397, 2.231926977E-03, -1.132917761E-04, -2.84399291, 59.4572563, -85.5994354
0.2, 119.476677, -9.732619568E-02, -35.9837926, -5.06894762, 38.3305445, 2.073638153E-03, 2.332581392E-02, -2.70769551, -7.75121996, -2.5357272, 30.5165653, 2.196783093E-03, 1.12240955E-05, -2.76510744, 58.3993096, -83.0364545
0.35, 116.712868, -9.189823512E-02, -32.6639571, -4.02081468, 34.3934626, 1.884341545E-03, 2.129271506E-02, -2.42673262, -7.46357178, -2.28037769, 28.5603137, 2.072777303E-03, 2.549735504E-04, -2.49719458, 55.265698, -75.7569863
0.575, 103.650078, -8.132094965E-02, -23.0459719, -1.27091969, 23.5064496, 1.360342771E-03, 1.463526081E-02, -1.63660776, -6.37633114, -1.62818148, 22.9621098, 1.702265726E-03, -3.357204163E-04, -1.73376679, 47.2967896, -57.6903451
0.9125, 103.650078, -8.131830974E-02, -22.965323, -1.31631211, 23.4414009, 1.37659781E-03, 1.473899074E-02, -1.63685251, -6.31918875, -1.61692613, 22.8910197, 1.703199251E-03, -3.700283225E-04, -1.73300236, 47.2985969, -57.6712479
1.4125, 89.4593964, -7.393673842E-02, -13.923712, 1.09976687, 14.2092445, 1.007823666E-03, 8.362094415E-03, -0.931641467, -5.1125813, -1.06817141, 17.8067977, 1.365590054E-03, -1.355777748E-03, -1.04600821, 40.2248907, -41.7922008
1.9125, 89.4593964, -7.393226916E-02, -13.8766849, 1.02060007, 14.1378991, 1.019098107E-03, 8.175005203E-03, -0.932885698, -5.05034329, -1.05316105, 17.7274449, 1.366021436E-03, -1.188347198E-03, -1.04522153, 40.2295103, -41.7999708
2.4125, 77.285965, -6.947517081E-02, -6.67925139, 2.88637991, 9.34630203, 9.149997971E-04, 3.826357039E-03, -0.399164915, -3.94895039, -0.706207456, 13.9912801, 1.112477561E-03, -1.790959457E-03, -0.522881587, 34.6444206, -29.3316973
2.9125, 77.285965, -6.946972905E-02, -6.68753972, 2.80091849, 9.2082194, 9.18961245E-04, 3.709210361E-03, -0.400853634, -3.90612736, -0.691546413, 13.9314155, 1.112196582E-03, -1.666270377E-03, -0.522218234, 34.6506281, -29.3520296
3.4125, 67.2842712, -6.683710698E-02, -1.02560082, 4.23880398, 10.5095623, 9.899914954E-04, 9.707254585E-04, -1.322163613E-03, -2.953898, -0.476834639, 11.2139404, 9.246552024E-04, -2.51591887E-03, -0.129902102, 30.2408962, -19.5159626
3.9125, 67.2842712, -6.68295386E-02, -1.07575165, 4.149633, 10.2919739, 9.935985401E-04, 4.371690708E-04, -3.530033325E-03, -2.92609924, -0.462367846, 11.169693, 9.238617111E-04, -1.883761976E-03, -0.129435128, 30.248805, -19.574873
4.4125, 59.1771965, -6.534662272E-02, 3.36985402, 5.25951372, 13.5888802, 1.117543692E-03, -1.688525776E-03, 0.295327993, -2.1207235, -0.333957259, 9.20268069, 7.872289021E-04, -2.382281677E-03, 0.165003877, 26.7511415, -11.7992103
4.9125, 59.1771965, -6.5338268E-02, 3.29016021, 5.16954248, 13.3537937, 1.123046519E-03, -1.992369475E-03, 0.293069406, -2.10505605, -0.319239905, 9.1691317, 7.860598234E-04, -1.984216762E-03, 0.165486843, 26.7597609, -11.8525467
5.4125, 52.6188049, -6.457837154E-02, 6.78961671, 6.0293837, 16.5386848, 1.255197045E-03, -3.641303821E-03, 0.517842195, -1.43075617, -0.246223186, 7.75144812, 6.913755559E-04, -2.287461359E-03, 0.387692853, 23.967639, -5.66202261
