Time, TempBase, WarpMax, T_Tip_Peel, T_Tip_Shear, T_Tip_SEQV, T_Tip_Strain, T_Avg_Peel, T_Avg_Shear, B_Tip_Peel, B_Tip_Shear, B_Tip_SEQV, B_Tip_Strain, B_Avg_Peel, B_Avg_Shear, Die_SX, Die_SY_Max
0.1, 119.812683, -0.122538604, -34.7307186, -5.52942837, 37.5028265, 2.059693482E-03, 5.718238003E-02, -2.92732619, -5.43692115, -2.4191789, 29.3992687, 2.002299521E-03, 1.140307738E-02, -2.99722537, 62.0701828, -86.2233133
0.2, 119.466492, -0.118982279, -33.5704391, -5.07799775, 36.0423811, 1.991735426E-03, 5.578969151E-02, -2.81937745, -5.42846296, -2.29792905, 28.6413978, 1.957725207E-03, 1.107088465E-02, -2.89436866, 60.6994324, -82.9863051
0.35, 116.457024, -0.110486675, -29.8096391, -3.74106728, 31.4585849, 1.764360255E-03, 4.974923665E-02, -2.47367188, -5.3251728, -1.93972646, 26.268112, 1.812450852E-03, 1.006961963E-02, -2.56195979, 56.7990265, -74.1291741
0.575, 102.009109, -9.543790215E-02, -19.3008906, -0.453537025, 19.5556436, 1.192937483E-03, 3.347932292E-02, -1.55972162, -4.59479936, -1.15847931, 20.0075728, 1.417331475E-03, 6.74853448E-03, -1.67140529, 47.5746903, -53.5557952
0.9125, 102.009109, -9.543541779E-02, -19.2388356, -0.504802266, 19.5027234, 1.206369881E-03, 3.36886719E-02, -1.55999323, -4.5518461, -1.15082986, 19.9534628, 1.417389628E-03, 6.709663219E-03, -1.67064733, 47.5762963, -53.5417812
1.4125, 86.5558853, -8.624306614E-02, -9.65888812, 2.22481561, 10.8534546, 9.088084368E-04, 1.983194401E-02, -0.777345977, -3.55943831, -0.607001306, 14.6738921, 1.080228224E-03, 4.155462797E-03, -0.900786554, 39.8706064, -36.4422584
1.9125, 86.5558853, -8.623731476E-02, -9.6408391, 2.13617661, 10.7484173, 9.150602589E-04, 1.983026453E-02, -0.778534164, -3.51571209, -0.596324086, 14.6164933, 1.079697471E-03, 4.162487357E-03, -0.89989388, 39.875062, -36.4478487
2.4125, 73.6446228, -8.147485102E-02, -2.1538884, 4.16071544, 10.3666297, 9.559843759E-04, 1.082201547E-02, -0.19910016, -2.54365342, -0.294486832, 10.8591603, 8.33396632E-04, 1.796069021E-03, -0.326598222, 34.0981932, -23.5931271
2.9125, 73.6446228, -8.14669866E-02, -2.19082307, 4.06547733, 10.1425868, 9.592965409E-04, 9.717243159E-03, -0.201107297, -2.51534881, -0.284455338, 10.8209239, 8.324936884E-04, 2.85258335E-03, -0.326004754, 34.1049271, -23.6607642
3.4125, 63.3595543, -7.925269035E-02, 3.58881361, 5.56790149, 14.2406002, 1.11634847E-03, 3.024709241E-03, 0.223612627, -1.64455764, -0.129455569, 8.17730983, 6.559005887E-04, 1.364540059E-03, 9.624661528E-02, 29.7491655, -13.9579835
3.9125, 63.3595543, -7.924312579E-02, 3.51270604, 5.4709957, 13.9920374, 1.122160212E-03, 2.51403753E-03, 0.221539631, -1.63054164, -0.118183162, 8.15037001, 6.546952357E-04, 1.985272238E-03, 9.689544416E-02, 29.7570381, -14.0132647
4.4125, 55.2834702, -7.849493945E-02, 7.97011546, 6.59144558, 18.1153363, 1.299477257E-03, -2.535175602E-03, 0.533527845, -0.879620259, -5.09309868E-02, 6.30982946, 5.404930475E-04, 1.10113201E-03, 0.408447952, 26.4405594, -6.61496573
4.9125, 55.2834702, -7.848469748E-02, 7.86694228, 6.49508727, 17.8600006, 1.308913807E-03, -2.778335104E-03, 0.531423773, -0.87625999, -3.889244664E-02, 6.29155816, 5.397884606E-04, 1.469739262E-03, 0.409086003, 26.4489136, -6.66458045
5.4125, 48.9453125, -7.856177456E-02, 11.318627, 7.33626565, 21.3182308, 1.485386714E-03, -6.584737127E-03, 0.762470115, -0.240449211, -2.271902853E-02, 5.0431603, 4.810277847E-04, 9.378882839E-04, 0.640827593, 23.8947544, -0.957010345
5.9125, 48.9453125, -7.855144727E-02, 11.1973412, 7.24198826, 21.0612086, 1.498476164E-03, -6.704174717E-03, 0.760368895, -0.24509694, -1.019766403E-02, 5.03077143, 4.805877159E-04, 1.165718046E-03, 0.641421736, 23.9031992, -1.00415946
6.4125, 43.9443398, -7.906927158E-02, 13.8863412, 7.87794324, 23.8407922, 1.659814825E-03, -9.589799171E-03, 0.93337009, 0.288037981, -2.236693614E-02, 4.23910578, 4.562640366E-04, 8.459009026E-04, 0.815741404, 21.9130011, 3.45010399
6.9125, 43.9443398, -7.905918461E-02, 13.7535438, 7.78677256, 23.5855602, 1.675638578E-03, -9.648749116E-03, 0.931301462, 0.277372987, -9.563062961E-03, 4.23009703, 4.557045245E-04, 9.930525143E-04, 0.816278025, 21.9213047, 3.40421335
7.4125, 39.9683571, -7.978719494E-02, 15.8617357, 8.27069684, 25.7929427, 1.81587671E-03, -1.18553206E-02, 1.06243753, 0.721801704, -3.607518096E-02, 3.78516397, 4.549545458E-04, 8.0419703E-04, 0.949060811, 20.3531322, 6.91792447
7.9125, 39.9683571, -7.977753092E-02, 15.7222998, 8.18328492, 25.5422445, 1.833518109E-03, -1.188340735E-02, 1.06042427, 0.706656569, -2.315360423E-02, 3.77751206, 4.544612209E-04, 9.035595001E-04, 0.949536089, 20.3611622, 6.87295086
8.4125, 36.7817535, -8.057938434E-02, 17.3848057, 8.55349917, 27.2903677, 1.953580732E-03, -1.358744836E-02, 1.16107006, 1.07562572, -5.554010824E-02, 3.56259023, 4.650844928E-04, 7.968373695E-04, 1.05198133, 19.1128693, 9.671544
8.9125, 36.7817535, -8.057024211E-02, 17.2423242, 8.47023274, 27.0462938, 1.972366367E-03, -1.359928608E-02, 1.15912825, 1.05720396, -4.264302722E-02, 3.55465007, 4.647204636E-04, 8.668706367E-04, 1.05239627, 19.1205478, 9.62749994
9.4125, 34.2082405, -8.136769549E-02, 18.5597468, 8.75453312, 28.4308524, 2.075106622E-03, -1.492859568E-02, 1.23729998, 1.36250543, -7.593817226E-02, 3.47464665, 4.796447191E-04, 8.119199469E-04, 1.13241423, 18.1178966, 11.8752717
9.9125, 34.2082405, -8.135912204E-02, 18.4168687, 8.67561076, 28.1949269, 2.094549745E-03, -1.493166111E-02, 1.2354402, 1.3417558, -6.318747292E-02, 3.46543406, 4.793989437E-04, 8.633131061E-04, 1.13277209, 18.1251862, 11.8322958
