Time, TempBase, WarpMax, T_Tip_Peel, T_Tip_Shear, T_Tip_SEQV, T_Tip_Strain, T_Avg_Peel, T_Avg_Shear, B_Tip_Peel, B_Tip_Shear, B_Tip_SEQV, B_Tip_Strain, B_Avg_Peel, B_Avg_Shear, Die_SX, Die_SY_Max
0.1, 119.746696, -0.125807947, -30.7104909, -5.11319406, 33.1229735, 1.931563931E-03, 6.790443586E-03, -2.69238352, -7.13407315, -3.52314664, 26.9743897, 2.042941771E-03, 4.475908647E-03, -2.67846313, 60.3832374, -82.5869775
0.2, 119.24054, -0.122278211, -29.6609584, -4.68145375, 31.7991378, 1.865934703E-03, 6.745818112E-03, -2.58880095, -7.05551686, -3.4041811, 26.3028519, 2.000503511E-03, 4.157837114E-03, -2.58450213, 59.0431261, -79.4570104
0.35, 115.405869, -0.11384375, -26.2118347, -3.39394263, 27.6032817, 1.644759109E-03, 5.410210239E-03, -2.25109088, -6.71516048, -3.03809683, 24.1729322, 1.856488529E-03, 3.48578694E-03, -2.27395648, 55.1684246, -70.7956894
0.575, 99.2690048, -9.859631848E-02, -16.6694846, -0.209933517, 16.9246226, 1.109306385E-03, 3.194690911E-03, -1.36262657, -5.42782807, -2.15357671, 18.5722421, 1.460151916E-03, 2.085007788E-03, -1.44465044, 45.8710537, -50.4874026
0.9125, 99.2690048, -9.859185077E-02, -16.6141455, -0.258997219, 16.871587, 1.121244268E-03, 3.414285064E-03, -1.36314962, -5.38379277, -2.13814874, 18.5138858, 1.461494909E-03, 2.047400607E-03, -1.44386868, 45.8740425, -50.4721934
1.4125, 83.0306015, -8.895327902E-02, -8.09430643, 2.37826258, 9.88390146, 9.00471213E-04, 2.42941228E-03, -0.617849912, -3.9938508, -1.45406903, 13.8801531, 1.130565958E-03, 1.553545042E-03, -0.741725281, 38.0812454, -33.571911
1.9125, 83.0306015, -8.894427428E-02, -8.08065859, 2.29035463, 9.7581196, 9.055489632E-04, 2.436652731E-03, -0.619626703, -3.94829487, -1.43363052, 13.8143007, 1.130844371E-03, 1.558681241E-03, -0.740785346, 38.0884447, -33.5822043
2.4125, 69.9452515, -8.368888587E-02, -1.56192611, 4.23430652, 10.5834682, 9.984337075E-04, 3.696319878E-03, -8.076494115E-02, -2.74225737, -1.00024391, 10.6171984, 9.000933841E-04, 8.53678098E-04, -0.230648906, 32.2529926, -20.9054153
2.9125, 69.9452515, -8.367702604E-02, -1.59896957, 4.13718399, 10.3529369, 1.00181127E-03, 2.21834152E-03, -8.352303139E-02, -2.71129609, -0.981714259, 10.5685664, 8.992396057E-04, 1.894292135E-03, -0.229955849, 32.2632513, -20.9871428
3.4125, 59.7700768, -8.099073981E-02, 3.33613544, 5.56783789, 14.1452808, 1.174503826E-03, 3.298075802E-03, 0.302276272, -1.71023173, -0.71180627, 8.41134817, 7.492532055E-04, 1.69268683E-03, 0.136771402, 27.8782063, -11.4609875
