Time, TempBase, WarpMax, T_Tip_Peel, T_Tip_Shear, T_Tip_SEQV, T_Tip_Strain, T_Avg_Peel, T_Avg_Shear, B_Tip_Peel, B_Tip_Shear, B_Tip_SEQV, B_Tip_Strain, B_Avg_Peel, B_Avg_Shear, Die_SX, Die_SY_Max
0.1, 119.768303, -9.784506566E-02, -35.8569351, -4.90428646, 37.9917292, 2.095437005E-03, 4.83676278E-03, -2.52161194, -3.62983236, -1.71233783, 25.586145, 1.663229737E-03, -1.211123933E-02, -2.51241793, 58.1301484, -82.3145327
0.2, 119.323914, -9.582013261E-02, -34.8877891, -4.58061561, 36.8357263, 2.044444444E-03, 5.124779007E-03, -2.44705764, -3.5834866, -1.67141632, 25.1947131, 1.640702682E-03, -1.157767615E-02, -2.44456703, 57.070272, -79.6790841
0.35, 115.992188, -9.081360899E-02, -31.5529416, -3.56420164, 32.9511017, 1.854544387E-03, 4.882312862E-03, -2.18532784, -3.41798889, -1.51710407, 23.7721492, 1.553976661E-03, -1.013486785E-02, -2.20234955, 53.9054217, -72.1316614
0.575, 101.659218, -8.057990587E-02, -21.6462654, -0.831640092, 21.9496658, 1.318246594E-03, 2.68419324E-03, -1.42591755, -2.87192037, -1.03882762, 19.2712202, 1.273001865E-03, -7.883039712E-03, -1.48876828, 45.8543525, -53.3427203
0.9125, 101.659218, -8.057699947E-02, -21.5721481, -0.877880836, 21.886708, 1.333598768E-03, 2.791937648E-03, -1.42625837, -2.84556545, -1.03369756, 19.2312127, 1.273235764E-03, -7.90155467E-03, -1.48817086, 45.8566704, -53.3262578
1.4125, 86.7832184, -7.297629628E-02, -12.2266511, 1.55143007, 12.7175152, 9.796317795E-04, 6.601852172E-05, -0.742025359, -2.29216174, -0.576013445, 14.9695251, 1.009448936E-03, -6.688021441E-03, -0.839926363, 38.7584648, -36.858435
1.9125, 86.7832184, -7.297138646E-02, -12.191561, 1.47088818, 12.641268, 9.890512042E-04, -1.288120122E-04, -0.743363866, -2.26398192, -0.568772887, 14.9259533, 1.009378558E-03, -6.512113142E-03, -0.839281113, 38.7637548, -36.8696008
2.4125, 74.3833237, -6.827047124E-02, -4.88342312, 3.33038834, 9.16143318, 9.447114755E-04, -1.678202314E-03, -0.23408494, -1.77204675, -0.267240207, 11.9295258, 8.220765537E-04, -5.5001782E-03, -0.354775776, 33.2070789, -24.029693
2.9125, 74.3833237, -6.826460877E-02, -4.90434224, 3.24341824, 8.98875536, 9.483915439E-04, -1.803742447E-03, -0.235833227, -1.75314702, -0.259588248, 11.8967055, 8.216791772E-04, -5.370764527E-03, -0.354209101, 33.2138681, -24.0526614
3.4125, 64.4048691, -6.541647724E-02, 0.741149439, 4.66016733, 11.586986, 1.062621851E-03, -2.345750197E-03, 0.138430626, -1.33549672, -6.505487806E-02, 9.83139025, 6.919420509E-04, -4.994737919E-03, 2.86162606E-03, 28.8661442, -14.0026705
3.9125, 64.4048691, -6.540819425E-02, 0.678595894, 4.56947568, 11.3587964, 1.067193163E-03, -2.950397429E-03, 0.136211463, -1.32349116, -5.707125477E-02, 9.8075657, 6.91357646E-04, -4.393121481E-03, 3.315816819E-03, 28.8747339, -14.0645287
4.4125, 56.4487076, -6.375149481E-02, 5.03134284, 5.64910216, 14.9403638, 1.216588613E-03, -3.414270631E-03, 0.410611353, -0.975226529, 6.566024362E-02, 8.40336768, 6.040786818E-04, -3.98462081E-03, 0.265910262, 25.4581404, -6.18584139
4.9125, 56.4487076, -6.374252189E-02, 4.94025395, 5.55757786, 14.6988286, 1.223596703E-03, -3.765205287E-03, 0.408365897, -0.968870313, 7.420461729E-02, 8.38493003, 6.033936262E-04, -3.612681461E-03, 0.266385636, 25.4673033, -6.24102394
