Time, TempBase, WarpMax, T_Tip_Peel, T_Tip_Shear, T_Tip_SEQV, T_Tip_Strain, T_Avg_Peel, T_Avg_Shear, B_Tip_Peel, B_Tip_Shear, B_Tip_SEQV, B_Tip_Strain, B_Avg_Peel, B_Avg_Shear, Die_SX, Die_SY_Max
0.1, 119.818802, -0.117930407, -33.1394523, -4.93213287, 35.3444237, 1.985003231E-03, 2.663751166E-02, -2.8892647, -4.81436772, -2.35967895, 26.2130798, 1.804117278E-03, 1.849972367E-02, -2.84251315, 62.2561569, -96.2644502
0.2, 119.491684, -0.114769207, -32.1048831, -4.5545872, 34.0826094, 1.926437525E-03, 2.598835424E-02, -2.78872092, -4.77730189, -2.28118135, 25.6391456, 1.770536806E-03, 1.796486124E-02, -2.75324005, 60.9549599, -92.9254262
0.35, 116.655228, -0.107053614, -28.7812049, -3.42655581, 30.1297678, 1.728865442E-03, 2.320285389E-02, -2.46382955, -4.64414779, -2.02696328, 23.8442163, 1.660197784E-03, 1.634005351E-02, -2.46070703, 57.2078204, -83.7445385
0.575, 102.835663, -9.288883316E-02, -19.4218847, -0.588555735, 19.6827568, 1.221354966E-03, 1.564078412E-02, -1.58477355, -4.04464565, -1.39419722, 18.9539114, 1.348907507E-03, 1.092734958E-02, -1.65440152, 48.1284785, -62.0651209
0.9125, 102.835663, -9.288516448E-02, -19.3567531, -0.634741896, 19.6253956, 1.235172423E-03, 1.56363731E-02, -1.58528626, -4.00524263, -1.38604925, 18.9022196, 1.349150223E-03, 1.093275418E-02, -1.65353007, 48.1307106, -62.0488348
1.4125, 87.8355331, -8.384227571E-02, -10.7512564, 1.76730077, 11.5278247, 9.494500073E-04, 9.123734986E-03, -0.822295304, -3.25609659, -0.894415143, 14.7106227, 1.08075913E-03, 6.25377051E-03, -0.945403775, 40.3939552, -43.7679562
1.9125, 87.8355331, -8.383435537E-02, -10.7246262, 1.68542777, 11.4423101, 9.571600462E-04, 9.123308239E-03, -0.82405437, -3.21393775, -0.882451467, 14.6513287, 1.080385405E-03, 6.259501444E-03, -0.944269488, 40.4006252, -43.7737161
2.4125, 75.125885, -7.890618548E-02, -3.96325638, 3.49374565, 9.36215491, 9.634110948E-04, 5.688838925E-03, -0.255438325, -2.4948375, -0.580872148, 11.6867282, 8.868595167E-04, 2.215989852E-03, -0.413017163, 34.5062361, -29.8566583
2.9125, 75.125885, -7.889600371E-02, -3.99027737, 3.40350819, 9.16684863, 9.66683964E-04, 4.560169697E-03, -0.258307416, -2.46496065, -0.569467741, 11.6436051, 8.86092263E-04, 3.238420317E-03, -0.412257185, 34.5157042, -29.9479901
3.4125, 64.8680115, -7.639803233E-02, 1.25482891, 4.76271478, 12.0359183, 1.095616662E-03, 2.044885769E-03, 0.160329583, -1.82585492, -0.3905849, 9.57814515, 7.492375394E-04, 4.177325111E-04, -1.905947218E-02, 30.0110207, -19.3352363
3.9125, 64.8680115, -7.638562406E-02, 1.1898026, 4.66945119, 11.7991678, 1.100161644E-03, 1.502725988E-03, 0.157279993, -1.80750941, -0.378316196, 9.54422644, 7.480954663E-04, 1.0365734E-03, -1.826726203E-02, 30.0220661, -19.4139728
4.4125, 56.717247, -7.532794289E-02, 5.25135243, 5.69411869, 15.2015953, 1.250516467E-03, -3.217519945E-04, 0.465516916, -1.2581485, -0.277299547, 8.11996377, 6.541120947E-04, -8.072941787E-04, 0.272637908, 26.5534067, -11.25301
4.9125, 56.717247, -7.531451361E-02, 5.15957126, 5.60025883, 14.9540113, 1.257460264E-03, -7.039010901E-04, 0.462387145, -1.24855795, -0.264589243, 8.09338688, 6.52752171E-04, -5.307054319E-04, 0.273417775, 26.5649137, -11.3260316
5.4125, 50.2535133, -7.50978658E-02, 8.31438444, 6.37643502, 17.9340899, 1.402271996E-03, -2.039377163E-03, 0.690736062, -0.78390125, -0.212135847, 7.12296719, 5.949118126E-04, -1.777712849E-03, 0.489988214, 23.8684244, -4.98664428
5.9125, 50.2535133, -7.508424232E-02, 8.20428202, 6.28365866, 17.6830671, 1.41167349E-03, -2.300380343E-03, 0.687585247, -0.780915165, -0.199235106, 7.10207979, 5.938112578E-04, -1.651811172E-03, 0.490715295, 23.8801107, -5.05747455
6.4125, 45.107811, -7.53408742E-02, 10.6671986, 6.87462128, 20.1274329, 1.5442992E-03, -3.310672763E-03, 0.858310292, -0.391233164, -0.176338318, 6.45299063, 5.650436016E-04, -2.539988827E-03, 0.653502416, 21.7628202, -8.34783749E-02
6.9125, 45.107811, -7.532748975E-02, 10.5451183, 6.78411598, 19.8770717, 1.555874445E-03, -3.468576489E-03, 0.855188979, -0.393256179, -0.163412289, 6.4363305, 5.643312693E-04, -2.465038528E-03, 0.654159602, 21.7744656, -0.153306109
7.4125, 40.9861717, -7.583137619E-02, 12.4784556, 7.23612912, 21.839478, 1.67405944E-03, -4.244221875E-03, 0.984189285, -6.808961069E-02, -0.157835514, 6.01435375, 5.512846671E-04, -3.117418735E-03, 0.777900939, 20.0958691, 3.78610787
7.9125, 40.9861717, -7.58184718E-02, 12.3491682, 7.14871544, 21.5927905, 1.687327664E-03, -4.3346922E-03, 0.98113859, -7.392095941E-02, -0.145011386, 6.00075239, 5.50729935E-04, -3.063655485E-03, 0.778485166, 20.1072598, 3.71714453
8.4125, 37.6625671, -7.643201042E-02, 13.8745504, 7.49565769, 23.1561574, 1.790845964E-03, -4.932236779E-03, 1.07969015, 0.19647316, -0.148972114, 5.73730845, 5.467617301E-04, -3.549733724E-03, 0.873659867, 18.7646322, 6.86356722
8.9125, 37.6625671, -7.641972739E-02, 13.7416275, 7.4118746, 22.9154147, 1.805302368E-03, -4.983815012E-03, 1.07673955, 0.187767072, -0.13635539, 5.7259197, 5.463024876E-04, -3.509142227E-03, 0.87417339, 18.7756171, 6.79572246
9.4125, 34.9650841, -7.706094953E-02, 14.95027, 7.678696, 24.1572315, 1.895254576E-03, -5.44413215E-03, 1.15284546, 0.411979436, -0.144993774, 5.5702139, 5.477848139E-04, -3.873549443E-03, 0.948231976, 17.6932316, 9.32731954
9.9125, 34.9650841, -7.704936595E-02, 14.8163756, 7.59887084, 23.9240995, 1.910468858E-03, -5.474920291E-03, 1.15001449, 0.401136933, -0.132672324, 5.56045653, 5.474117084E-04, -3.843564375E-03, 0.948679018, 17.7037153, 9.2609511
10.4125, 32.7629089, -7.767131648E-02, 15.7770859, 7.80409595, 24.9089961, 1.988506644E-03, -5.829477491E-03, 1.20938476, 0.586560387, -0.143034037, 5.47531919, 5.520442876E-04, -4.117567209E-03, 1.00694418, 16.8251529, 11.3106318
10.9125, 32.7629089, -7.766046702E-02, 15.6441949, 7.7284018, 24.6846464, 2.004140761E-03, -5.849664739E-03, 1.20668523, 0.574169662, -0.131079148, 5.46680052, 5.517573133E-04, -4.096467409E-03, 1.00732963, 16.835089, 11.2460799
11.4125, 30.9558735, -7.82380797E-02, 16.4093194, 7.88591517, 25.4645182, 2.071969239E-03, -6.122994983E-03, 1.25342702, 0.727090937, -0.141439855, 5.42607504, 5.580234408E-04, -4.30292676E-03, 1.05363432, 16.1178123, 12.9142052
11.9125, 30.9558735, -7.822796914E-02, 16.2788814, 7.81441294, 25.2497261, 2.087765493E-03, -6.137845011E-03, 1.25086515, 0.713621681, -0.129907107, 5.41853224, 5.578210794E-04, -4.288960457E-03, 1.05396326, 16.1271833, 12.8517535
12.4125, 29.4665985, -7.874967189E-02, 16.8886247, 7.93472666, 25.865718, 2.146931461E-03, -6.348991587E-03, 1.28796269, 0.839355584, -0.139326374, 5.40463292, 5.647159262E-04, -4.444858445E-03, 1.09109573, 15.5387321, 14.215053
12.9125, 29.4665985, -7.874028509E-02, 16.7616892, 7.86739617, 25.660949, 2.162695183E-03, -6.361006408E-03, 1.28554069, 0.825182391, -0.128256885, 5.39789247, 5.645934565E-04, -4.436282198E-03, 1.09137313, 15.547537, 14.1549141
13.4125, 28.2347107, -7.920263415E-02, 17.2472442, 7.95855087, 26.1456203, 2.214527464E-03, -6.524589866E-03, 1.31518723, 0.928207078, -0.136283725, 5.39944048, 5.714855052E-04, -4.554280387E-03, 1.12138531, 15.0628363, 15.2727665
13.9125, 28.2347107, -7.919394336E-02, 17.1245511, 7.89531308, 25.9510961, 2.230112578E-03, -6.53487225E-03, 1.31290439, 0.913627936, -0.125705738, 5.39338781, 5.71436009E-04, -4.549532615E-03, 1.12161596, 15.0710885, 15.2150877
14.4125, 27.2126389, -7.959820785E-02, 17.5103494, 7.96351886, 26.3302728, 2.275726958E-03, -6.662047222E-03, 1.33673166, 0.997709309, -0.13218698, 5.4032347, 5.779650218E-04, -4.639088682E-03, 1.14603689, 14.6705438, 16.133965
14.9125, 27.2126389, -7.959017788E-02, 17.3924045, 7.90425478, 26.146033, 2.291024771E-03, -6.67100308E-03, 1.33458527, 0.982960238, -0.122117658, 5.3977932, 5.779808103E-04, -4.636891191E-03, 1.14622536, 14.6782633, 16.0788362
15.4125, 26.3625431, -7.994018741E-02, 17.6977567, 7.95435149, 26.4402923, 2.331349994E-03, -6.770224479E-03, 1.3538226, 1.05126119, -0.127074522, 5.41156297, 5.839685451E-04, -4.705036861E-03, 1.16620923, 14.3463981, 16.835501
15.9125, 26.3625431, -7.993277919E-02, 17.5848814, 7.89891407, 26.2662354, 2.346280295E-03, -6.777961974E-03, 1.35180855, 1.03652796, -0.117521836, 5.40667852, 5.84042007E-04, -4.704381415E-03, 1.16635973, 14.3536071, 16.7829634
