Time, TempBase, WarpMax, T_Tip_Peel, T_Tip_Shear, T_Tip_SEQV, T_Tip_Strain, T_Avg_Peel, T_Avg_Shear, B_Tip_Peel, B_Tip_Shear, B_Tip_SEQV, B_Tip_Strain, B_Avg_Peel, B_Avg_Shear, Die_SX, Die_SY_Max
0.1, 119.810112, -9.248604104E-02, -34.8635312, -4.86299075, 37.0966753, 1.98640574E-03, 6.837959348E-04, -2.74971608, -6.10097078, -1.84416751, 27.5110596, 1.902230966E-03, -1.334667729E-02, -2.76962069, 59.3369045, -90.5415953
0.2, 119.468643, -9.062819075E-02, -33.9986927, -4.5708892, 36.0545248, 1.942503139E-03, 1.069483192E-03, -2.67478705, -6.02885264, -1.80808216, 27.1098204, 1.879341404E-03, -1.278176044E-02, -2.70081933, 58.334434, -87.9781893
0.35, 116.716103, -8.599672365E-02, -31.0564162, -3.65075207, 32.5836738, 1.778921418E-03, 1.272990086E-03, -2.41394206, -5.79260259, -1.66525523, 25.6823993, 1.791731569E-03, -1.127337581E-02, -2.45769321, 55.3552022, -80.6561488
0.575, 103.837837, -7.651016812E-02, -22.2095614, -1.15039326, 22.6163875, 1.306309109E-03, 1.954883427E-04, -1.64676777, -4.99126051, -1.22052038, 21.1637336, 1.503352099E-03, -8.905961749E-03, -1.73107516, 47.7184811, -62.2500649
0.9125, 103.837837, -7.65079585E-02, -22.1320883, -1.1936491, 22.5531363, 1.321874991E-03, -1.709256659E-05, -1.6471788, -4.94196118, -1.21403535, 21.103551, 1.503844664E-03, -8.733517438E-03, -1.73035958, 47.7201805, -62.2438059
1.4125, 89.8502274, -6.941532011E-02, -13.601658, 1.06814853, 13.860208, 9.822374235E-04, -1.660512004E-03, -0.939627883, -4.10336, -0.775204455, 16.6988366, 1.224907137E-03, -7.847367723E-03, -1.05417476, 40.8900547, -45.8713065
1.9125, 89.8502274, -6.941062691E-02, -13.5564113, 0.992419157, 13.7923184, 9.932543669E-04, -1.866146293E-03, -0.941093629, -4.04964313, -0.765054917, 16.6293759, 1.224969621E-03, -7.655116205E-03, -1.05333625, 40.8950348, -45.881865
2.4125, 77.8171921, -6.494973348E-02, -6.73350466, 2.75853207, 9.153827, 9.003689969E-04, -2.956729184E-03, -0.401176422, -3.28446264, -0.479907976, 13.3879753, 1.016684783E-03, -6.759216856E-03, -0.53510198, 35.4644117, -32.9629264
2.9125, 77.8171921, -6.494395926E-02, -6.7417739, 2.67603591, 9.02548195, 9.043871821E-04, -3.065391615E-03, -0.403185014, -3.24682918, -0.46904331, 13.3345558, 1.01631632E-03, -6.631142512E-03, -0.534405299, 35.4711847, -32.9859727
3.4125, 67.892334, -6.217756109E-02, -1.35802409, 4.0487428, 10.0865041, 9.75885633E-04, -3.377364079E-03, 3.454851439E-03, -2.58425935, -0.288310689, 10.9845707, 8.633589576E-04, -6.397478166E-03, -0.142917821, 31.1571703, -22.743476
3.9125, 67.892334, -6.21698063E-02, -1.40716063, 3.96190024, 9.87579963, 9.794050169E-04, -3.906798228E-03, 8.42662165E-04, -2.55891832, -0.276978899, 10.9445762, 8.627144991E-04, -5.759845956E-03, -0.142448325, 31.1656456, -22.8105656
4.4125, 59.8143806, -6.050536382E-02, 2.82794004, 5.02860049, 12.9535914, 1.101357672E-03, -4.217307035E-03, 0.306308875, -1.99750314, -0.166046315, 9.25220301, 7.514813663E-04, -5.480778709E-03, 0.152521582, 27.7257681, -14.683563
4.9125, 59.8143806, -6.04967871E-02, 2.74990073, 4.94042696, 12.7228449, 1.106553067E-03, -4.528412637E-03, 0.303594527, -1.9822193, -0.153966177, 9.22129965, 7.506124614E-04, -5.073619604E-03, 0.152991599, 27.7350664, -14.7445684
